,city,comments,country,date posted,datetime,duration (hours/min),duration (seconds),latitude,longitude,shape,state
4,kaneohe,AS a Marine 1st Lt. flying an FJ4B fighter/attack aircraft on a solo night exercise&#44 I was at 50&#44000&#39 in a &quot;clean&quot; aircraft (no ordinan,us,1/22/2004,10/10/1960 20:00,15 minutes,900,21.4180556,-157.8036111,light,hi
5,bristol,My father is now 89 my brother 52 the girl with us now 51 myself 49 and the other fellow which worked with my father if he&#39s still livi,us,4/27/2007,10/10/1961 19:00,5 minutes,300,36.595,-82.18888890000001,sphere,tn
6,penarth (uk/wales),penarth uk  circle  3mins  stayed 30ft above me for 3 mins slowly moved of and then with the blink of the eye the speed was unreal,gb,2/14/2006,10/10/1965 21:00,about 3 mins,180,51.434722,-3.18,circle,
7,norwalk,A bright orange color changing to reddish color disk/saucer was observed hovering above power transmission lines.,us,10/2/1999,10/10/1965 23:45,20 minutes,1200,41.1175,-73.4083333,disk,ct
8,pell city,Strobe Lighted disk shape object observed close&#44 at low speeds&#44 and low altitude in Oct 1966 in Pell City Alabama,us,3/19/2009,10/10/1966 20:00,3  minutes,180,33.5861111,-86.28611109999999,disk,al
9,live oak,Saucer zaps energy from powerline as my pregnant mother receives mental signals not to pass info,us,5/11/2005,10/10/1966 21:00,several minutes,120,30.2947222,-82.9841667,disk,fl
10,hawthorne,ROUND &#44 ORANGE &#44 WITH WHAT I WOULD SAY WAS POLISHED METAL OF SOME KIND AROUND THE EDGES .,us,10/31/2003,10/10/1968 13:00,5 min.,300,33.9163889,-118.35166670000001,circle,ca
11,brevard,silent red /orange mass of energy floated by three of us in western North Carolina in the 60s,us,6/12/2008,10/10/1968 19:00,3 minutes,180,35.2333333,-82.7344444,fireball,nc
12,bellmore,silver disc seen by family and neighbors,us,5/11/2000,10/10/1970 16:00,30 min.,1800,40.6686111,-73.5275,disk,ny
13,manchester,Slow moving&#44 silent craft accelerated at an unbelievable angle and speed.,us,2/14/2008,10/10/1970 19:00,3 minutes,180,37.1536111,-83.7619444,unknown,ky
14,lexington,green oval shaped light over my local church&#44power lines down..,us,2/14/2010,10/10/1971 21:00,30 seconds,30,35.8238889,-80.25361109999999,oval,nc
15,harlan county,On october 10&#44 1972 myself&#44my 5yrs.daughter&#442 neices and 2 nephews were playing tag in the back yard .When we looked over on the ridge,us,9/15/2005,10/10/1972 19:00,20minutes,1200,36.8430556,-83.3219444,circle,ky
16,west bloomfield,The UFO was so close&#44 my battery in the car went to zero amps&#44 stalling the engine&#44 turning off my lights and radio.,us,8/14/2007,10/10/1972 22:30,2 minutes,120,42.5377778,-83.2330556,disk,mi
17,niantic,Oh&#44 what a night &#33  Two (2) saucer-shaped&#44 glowing green objects and one (1) brilliantly glowing sphere gliding over the lake.,us,9/24/2003,10/10/1973 19:00,20-30 min,1800,41.3252778,-72.1936111,disk,ct
18,bermuda nas,saw fast moving blip on the radar scope thin went outside and saw it again.,,1/11/2002,10/10/1973 23:00,20 sec.,20,32.364167,-64.678611,light,
19,hudson,Not sure of the eact month or year of this sighting but it was in the fall of 74 or 75. Was walking home around dusk and saw a bright l,us,8/10/1999,10/10/1974 19:30,45 minutes,2700,42.3916667,-71.5666667,other,ma
20,cardiff (uk/wales),back in 1974 I was 19 at the time and  lived in a suburb of Cardiff Wales UK called Ely&#44 and in the distance there was a wood called Ca,gb,2/1/2007,10/10/1974 21:30,20 minutes,1200,51.5,-3.2,disk,
21,hudson,The light chased us.,us,7/25/2004,10/10/1974 23:00,one hour?,1200,38.1055556,-98.6597222,light,ks
22,north charleston,Several Flashing UFO lights over Charleston Naval Base in S.C.,us,2/14/2008,10/10/1975 17:00,5-6 minutes,360,32.8544444,-79.975,light,sc
23,washougal,Three extremely large lights hanging above nearby trees.,us,2/7/2014,10/10/1976 20:30,1 minute,60,45.5827778,-122.3522222,oval,wa
24,stoke mandeville (uk/england),White object over Buckinghamshire UK.,gb,12/12/2009,10/10/1976 22:00,3 seconds,3,51.783333,-0.783333,cigar,
25,san antonio,i was about six or seven and my family and me were sitting next to a window at home eating when a type of dark ball hit the screen wind,us,2/24/2005,10/10/1977 12:00,30 seconds,30,29.4238889,-98.4933333,other,tx
26,louisville,HBCCUFO CANADIAN REPORT:  Pilot Sighting Of Unusual Light.,us,3/17/2004,10/10/1977 22:00,approx: 30 seconds,30,38.2541667,-85.7594444,light,ky
27,elmont,A memory I will never forget that happened meny years ago.,us,2/1/2007,10/10/1978 02:00,5min,300,40.7008333,-73.7133333,rectangle,ny
28,poughkeepsie,1/4 moon-like&#44  its &#39chord&#39 or flat side parallel to horizon&#44  bright orange-red glow&#44  completely silent&#44 no features.,us,4/16/2005,10/10/1979 00:00,15 minutes,900,41.7002778,-73.92138890000001,chevron,ny
29,saddle lake (canada),Lights far above&#44  that glance; then flee from the celestrialhavens&#44 only to appear again.,,1/19/2005,10/10/1979 22:00,4.5 or more min.,270,53.970571,-111.689885,triangle,ab
30,san diego,My 2nd UFO sighting&#44 October 1979,us,8/5/2001,10/10/1979 22:00,3 minutes,180,32.7152778,-117.1563889,oval,ca
31,security,very low clouds all different colors&#44search lights were seen shining down out of the clouds on the houses and streets. this event was s,us,1/28/1999,10/10/1979 22:00,30mins.,1800,38.7583333,-104.7425,unknown,co
283,jupiter,EGG-SHAPED OBJECT EMITS LIGHT RAY AND PEOPLE LOSE 4 HOURS,us,7/11/2000,10/11/1973 16:45,possible 4 hrs.,14400,26.9338889,-80.0944444,egg,fl
284,brighton,round revolving lights reflecting on the fog,us,10/28/2002,10/11/1978 23:00,5 miniutes,300,42.5294444,-83.7802778,circle,mi
489,toledo,Observed dull silver metallic sphere hovering outside of bedroom window as a child.  Had direct communication with sphere.,us,11/19/1998,10/1/1961 03:00,2-3 mins.,180,41.6638889,-83.5552778,sphere,oh
490,tulsa,October&#44 1961&#44 Tulsa Oklahoma: low altitude&#44 slow&#44 disk object(s); high speed turns&#44 v. high accelleration.,us,4/27/2007,10/1/1961 03:30,2 minutes,120,36.1538889,-95.9925,disk,ok
491,nashville,In October 1961&#44 a silvery flattened disk hovered motionless over a local school fair for more than 30 minutes.,us,8/5/2012,10/1/1961 19:00,30 minutes,1800,36.1658333,-86.7844444,disk,tn
492,graham,3 flat&#44 large  white lights in delta pattern&#44 no sound&#44 flying at tree-top level at 35-40 mph,us,5/14/2002,10/1/1961 22:00,30 seconds,30,36.0688889,-79.4008333,triangle,nc
493,biloxi,Cloud&#44 hovering then moving at right angles with pulsating light coming from within,us,11/17/1999,10/1/1965 06:40,15 min,900,30.3958333,-88.8852778,other,ms
494,colonial heights,Saw sphere ping-ponging up and down and side to side in blue sky.,us,4/1/2000,10/1/1965 14:00,2 minutes,120,37.2438889,-77.4105556,sphere,va
495,dushore,It could move very slowly or very quickly but either way it moved without making any noise.,us,4/16/2005,10/1/1965 21:00,5 minutes,300,41.5241667,-76.4011111,disk,pa
496,edmonton (30 mi. east of&#44 hwy 16 east) (canada),Unusual ights in distance. Approached until object overhead as wide as road and ditch. Bright lights&#44 Turned head to find object in hor,ca,8/5/2001,10/1/1966 19:00,5 min,300,53.55,-113.5,diamond,ab
497,buffalo,One of the bright stars moved north&#44 curved upward&#44 flew in a wide arc&#44 then accelerated up into the cosmos.,us,1/11/2002,10/1/1966 20:00,4 minutes,240,42.8863889,-78.87861109999999,light,ny
498,anacortes,20 miles driving toward Anacortes&#44a friend and I were listening to a radio station in Anacortes. The DJ said he had recieved calls abou,us,4/15/2000,10/1/1966 22:00,20 mins.,1200,48.5127778,-122.6113889,light,wa
499,anamosa,large quiet  craft&#44 covered with blackness&#44 and &quot;stars&quot; to not be noticed&#44 moving slowly southwest to north north east.,us,9/17/2000,10/1/1966 22:30,60 seconds,60,42.1083333,-91.285,unknown,ia
500,corvallis,Saucer with no sound flew 100 feet above ground&#44 changed direction then left atmosphere in a split second.,us,12/16/1999,10/1/1966 23:00,2 minutes,120,44.5647222,-123.26083329999999,disk,or
501,chaffee,34 years ago and still &quot; seeking the truth&quot;,us,8/5/2001,10/1/1967 02:00,10 minutes,600,42.5680556,-78.47916670000001,sphere,ny
502,greenville,My son and I went to a ballpark close by to play- we were the only ones there&#44 I happened to look up and right over us&#44 were 3 round uf,us,2/24/2007,10/1/1967 13:00,30 seconds,30,38.8922222,-89.41305559999999,circle,il
503,hudson&#39s hope (canada),Large round silver UFO in Peace River Valley 1966-67,,2/18/2001,10/1/1967 19:00,2 minutes,120,56.031639,-121.905722,sphere,bc
504,minneapolis,In October 1967&#44 2 Disks sited heading north over Minneapolis MN.,us,4/16/2005,10/1/1967 20:00,10 seconds,10,44.98,-93.26361109999999,disk,mn
505,boston,as i woke up in the early morning a bright redish orange light bathed the living room&#44at first i thought it was a fire but the light wa,us,12/16/2005,10/1/1968 00:00,20 minutes,1200,42.3583333,-71.0602778,cigar,ma
506,kennebunkport,While at the boathouse at St.Athonys one night we noticed what at first we thought was a bright star getting larger.It seemed to dart a,us,3/19/2002,10/1/1968 20:00,5-10 minutes,600,43.3616667,-70.4772222,circle,me
507,san francisco,It was in the afternoon just before sunset at 20 Steiner St SF CA I saw above me and there was one other person who was with me on the,us,8/30/1999,10/1/1969 16:00,5-10 min,600,37.775,-122.41833329999999,oval,ca
508,viet nam,U.F.O. in Vietnam    1970,,6/4/2004,10/1/1970 00:00,5/10 minutes,600,14.058324,108.277199,light,
509,kingston (canada),Sept. 1970. Kingston Ontario. Spherical grren orb. 3 minute duration. Bright green orb travelled slowly and then took off extremely qui,ca,10/11/2005,10/1/1970 01:00,3 minutes,180,44.233333,-76.483333,sphere,on
510,new york city (brooklyn),Hoovering disk like object by Father and Son&#44 Brookyln&#44 NY 1970,us,1/21/2008,10/1/1970 16:00,3 minutes,180,40.7141667,-74.0063889,disk,ny
511,bentonville,Hoseshoe shaped,us,12/7/2006,10/1/1970 17:30,about 4 hours,14400,36.3727778,-94.20861109999998,other,ar
512,summit lake indian reservation,ball of light&#44 turned into a doughnut shape&#44 assention&#44 stream&#44 4 witnesses&#44seen from higher elevation.,,8/11/2004,10/1/1970 19:00,25min.,1500,41.524898,-119.05102,oval,nv
513,tampa,36 year old reports an object he saw with his mother 31 years ago.,us,8/20/2001,10/1/1970 19:00,15 minutes,900,27.9472222,-82.45861109999998,other,fl
514,new york city (brooklyn),Saucer/disklike craft&#44 with multi-colored lights sighted in Bayridge Brooklyn in 1970 with many eyewitnesses.,us,2/18/2001,10/1/1970 21:00,5 mins,300,40.7141667,-74.0063889,disk,ny
515,indian ocean (usn vessel),Bright object seemingly appeared out of nowhere in the Indian Ocean&#44 miles from any land.,,7/8/2004,10/1/1970 23:00,3-4 minutes,240,-33.137551,81.826172,light,
516,pasadena,Powerless over UFO sighting.,us,1/17/2004,10/1/1971 22:00,3 min,180,34.1477778,-118.1436111,disk,ca
517,potwin,Iwas abducted around age 7 or 8. They came will I WAS Asleep. they look into my room from the hall. They took me to a room. I think the,us,5/24/1999,10/1/1972 01:00,2-3 hours,10800,37.9388889,-97.0194444,unknown,ks
518,denton,Slow moving object splits and one part sped away while the bigger part slowly moved in the opposite direction.,us,1/31/2011,10/1/1972 04:00,less than 10 minutes but,600,33.2147222,-97.1327778,unknown,tx
519,mosheim,Classic saucer shape seen in the early seventies.,us,4/9/2004,10/1/1972 20:00,20-30 minutes,1800,31.6261111,-97.5997222,disk,tx
520,monroe,STOP AND GO THE SIZE OF A LARG CAR WITH NO WINDOWS,us,1/3/2001,10/1/1972 23:00,15 min,900,47.8555556,-121.9697222,rectangle,wa
521,pickens/pumpkintown,Slowly moving boomerang shape with four bluish-white lights on each leading edge; made a humming sound.,,8/5/2001,10/1/1972 23:00,30+ minutes,1800,35.002778,-82.652778,chevron,sc
522,montezuma,We saw a large glowing sphere that looked like the moon&#44 but was obviously not since it was very close to us and could manuver.,us,9/2/2005,10/1/1973 01:00,15 minutes,900,39.7927778,-87.3708333,sphere,in
523,virginia beach,Group of  friends an I  follow a UFO on bicycles&#44 I have a sighting alone about a week later.,us,10/10/2011,10/1/1973 15:00,10-30 minutes,1800,36.8527778,-75.9783333,disk,va
524,bloomington,Three large bright white craft  interacting &amp; manuevering rapidly accross a quadrant of night sky.,us,7/3/2013,10/1/1973 20:00,20 minutes,1200,39.1652778,-86.52638890000001,light,in
525,north st. paul,Large triangular space craft sighted above North Senior High School&#39 football field&#44 in North St. Paul&#44 MN in early October 1&#44 1973,,7/30/2002,10/1/1973 20:30,two minutes,120,45.012466,-92.991883,triangle,mn
526,roseburg,We were on the outskirts of town&#44 just passing the sewage treatment plant&#44 when this object with blinding white light enveloped the car,us,8/12/2008,10/1/1973 21:00,not sure&#44maybe 2 hours,7200,43.2166667,-123.34055559999999,cylinder,or
527,beatty,Lights in the sky and lost time.,us,10/10/2011,10/1/1973 21:30,2 hours,7200,36.9086111,-116.75833329999999,disk,nv
528,hixson,Oval&#44 brilliant lights&#44 red glow&#44 windows&#44 metallic&#44 no sound; After we lost sight of it and went to find it&#44 it showed itself to us.,us,4/16/2005,10/1/1973 21:30,1 1/2 hours,37800,35.1405556,-85.2327778,oval,tn
529,valley city,It was a star shaped object travelling south that stopped&#44 changed colors&#44 and sped off dissapearing in the night sky.,us,1/11/2002,10/1/1973 22:45,5 minutes,300,41.2377778,-81.93166670000001,disk,oh
530,denton,I was walking home from the Library at North Texas State University after the Library closed.  From a distance&#44 I saw a large red glowi,us,6/12/2008,10/1/1974 01:00,10 min,600,33.2147222,-97.1327778,unknown,tx
531,weirton,Upon coming home one evening in the early spring&#44 I saw in the eastern horizon three circular objects that looked like three full mooon,us,1/7/2000,10/1/1974 18:00,4 minutes,240,40.4188889,-80.58972220000001,sphere,wv
532,ankara (turkey),A bright&#44 huge&#44 and shape-changing object&#44 exploded into numerous smaller spherical objects which moved in formation.,,8/7/2007,10/1/1974 20:00,5 min.,300,39.92077,32.85411,changing,
533,deerwood,Sighting 3  An incidence occurred in mid-October&#44 1974. I picked my son up from wrestling practice in the evening after school. We live,us,12/7/2006,10/1/1974 20:00,2 seconds,2,46.4736111,-93.8986111,unknown,mn
534,chester,Three bright star like objects moving across the night sky at the speed of light and stopping on a dime.,us,12/7/2006,10/1/1974 21:00,10 minutes,600,40.7841667,-74.69722220000001,light,nj
535,kincheloe air force base&#44 michigan,Shaped like the letter &quot;A&quot;&#44 flew directly over top of us at est 500 ft.,,2/16/2000,10/1/1975 21:00,15 seconds,15,44.314844,-85.602364,triangle,mi
536,maricopa,Group of 4 Orange Objects land near hills just west of small town of Maricopa Arizona... Oct&#44 1975,us,1/21/2008,10/1/1975 22:00,20 min,1200,33.0580556,-112.04694440000002,changing,az
537,hartville,A disk shaped flying object followed the path of our car just above the telephone lines.,us,1/11/2002,10/1/1976 07:00,2 minutes or less,120,40.9636111,-81.33138890000001,disk,oh
538,fairport,Disk shaped UFO with continous changing color band in the middle.  Hoovered for a few minutes about 3 stories off the ground above a cr,us,3/2/2004,10/1/1976 19:00,10 minutes,600,43.0986111,-77.4422222,disk,ny
539,thonotosassa,Mid-1970&#39s Thonotosassa&#44 Florida sighting at Stacey and Knights Griffin,us,10/30/2006,10/1/1976 21:00,15 minutes,900,28.0611111,-82.3025,disk,fl
540,iselton,While fishing on the San Joaquin river on Twithchell Island Rd.&#44 at the mouth of the Molklomne river&#44 we observed 2-lights high in the,,7/13/2005,10/1/1977 01:00,2 minutes,120,38.161861,-121.611621,light,ca
541,fountain valley,My brother&#44 his friend and I saw an orange pyramid-shaped object in the sky about 25 yards away from us and about 25 yards up.  We were,us,8/30/1999,10/1/1977 19:00,6 minutes,360,33.7091667,-117.95277779999999,other,ca
542,ferndale,Silhouette&#44 or dark object of craft appeared on moonless&#44 starlit-night&#44 backlit by glow straight overhead&#44 appeared to be approaching,us,4/16/2005,10/1/1977 22:00,1 minute,60,40.5763889,-124.2627778,other,ca
543,windsor,saw while parking with girl friend. rising full moonin back ground. 25 ft up. f 50 yrs away over field. hovering. completly silent. one,us,8/28/2003,10/1/1978 00:00,5min,300,35.9983333,-76.9463889,cone,nc
544,lecompte,I believe this object was either a test vehicle of some sort or it was not of this world.,us,12/23/2002,10/1/1978 20:00,5 minutes,300,31.0944444,-92.4002778,disk,la
545,francesville,Object hovered for apprx. 5 min. then proceeded west - it was apprx. 300&#39 long 50-75&#39 wide 50-75&#39 high w/lights.,us,7/16/2006,10/1/1978 23:15,approx. 15 min,900,40.9852778,-86.8794444,cylinder,in
546,lomita,Silent disk in afternoon daylight with over twenty witnesses,us,7/5/2008,10/1/1979 16:00,20 minutes,1200,33.7922222,-118.31416670000002,disk,ca
547,columbia,Large&#44 low-flying&#44 slow moving&#44 silent black rectangle with no lights,us,2/4/2013,10/1/1979 19:00,2 minutes,120,39.2402778,-76.83972220000001,rectangle,md
548,buffalo,Two bright fast-moving star-like objects with one traveling in a zig-zag motion.,us,4/16/2005,10/1/1979 21:00,5-10 sec,10,42.8863889,-78.87861109999999,light,ny
549,olympia,Dancing lights over Olympia,us,7/5/2008,10/1/1979 21:00,2 hours,7200,47.0380556,-122.89944440000001,disk,wa
550,pittsburgh,Disk appeared over stadium at end of game... spun like a coin on a table...game ended ... never heard a thing about it.,us,2/16/2000,10/1/1979 21:00,5 min,300,40.4405556,-79.9961111,disk,pa
551,cranbury,8 UFOs in a circle suddenly take off radially away from each other.,us,10/23/2013,10/1/1979 23:00,4 minutes,240,40.3161111,-74.5141667,light,nj
985,pittsburgh,Saucer observed about 500 feet up moving into clear blue sky and flying square corners.,us,8/7/2007,10/12/1965 12:00,2 minutes,120,40.4405556,-79.9961111,circle,pa
986,pittsburgh,Low UFO sliding out of a cloud into clear blue sky.,us,2/14/2008,10/12/1965 13:00,1 minute,60,40.4405556,-79.9961111,disk,pa
987,viet nam (jungles of),Lights in the Nam,,12/3/2004,10/12/1967 01:45,1 hour,3600,14.058324,108.277199,other,
988,menands (albany),Large&#44 black&#44  &quot;boomerang&quot; shaped object gliding silently overhead.,us,5/15/2006,10/12/1971 22:00,3 minutes,180,42.6919444,-73.725,chevron,ny
989,birmingham (just south of),Glowing Green UFO seen by myself (mom) and my 4 children very low over our car on a Friday night in Alabama in 1973.,us,4/2/1999,10/12/1973 19:00,10-15 minutes,900,33.5205556,-86.8025,disk,al
990,perth (w. of; southern cross) (western australia),fire ball and min min,au,6/18/2004,10/12/1975 01:00,15 minutes,900,-31.95224,115.861397,fireball,
991,emporia,Disc hoovers over train and seems to x-ray it.,us,6/9/2009,10/12/1976 23:00,5 minutes,300,38.4038889,-96.1813889,disk,ks
992,dyersburg,NW TN TRIANGLE.,us,9/9/2013,10/12/1978 21:00,2 hours,7200,36.0344444,-89.3855556,triangle,tn
993,alpine,DURING A HUNTING TRIP IN THE MOUNTAINS&#44WE MADE CAMP AND LATE THAT NIGHT I SAW THE FOLLOWING. A BRIGHT LIGHT THAT CAME FROM THE SOUTHEAS,us,8/30/2013,10/12/1978 23:00,2 hours,7200,33.8480556,-109.1425,circle,az
994,barnegat,Iwitnessed one object moving east to west across Rt.539 4 mile north of Rt.72 near the Fire Tower. There were no cloud and the sky was,us,9/2/2005,10/12/1979 00:45,15 min.,900,39.7530556,-74.2233333,rectangle,nj
1223,mission,I was driving to the hospital after work to visit my dad.   Suddenly&#44 about 3 blocks ahead of me a disc lite object appeared.  It arriv,us,3/18/2014,10/13/1966 07:00,5 seconds,5,26.2155556,-98.325,disk,tx
1224,millington,Star-like&#44 8-point inverted V-shape&#44 changed to V-shape&#44 executed 1-second shift  from directly South to directly West.,us,1/29/2002,10/13/1969 21:15,72 hours,259200,35.3413889,-89.8972222,formation,tn
1225,memphis,One object joining 9 others to complete a triangular formation.,us,9/24/2003,10/13/1969 22:00,1 hour,3600,35.1494444,-90.04888890000001,formation,tn
1226,bristol,i was just a baby up at fallmount&#44past central high school&#44wolcott st..i was told by my family dad&#44mom and 4 brother that when i was ju,us,4/27/2007,10/13/1971 21:00,10min.,600,41.6716667,-72.94972220000001,disk,ct
1227,weldon,Me and my brother was coming home from a friends house and we saw a red flashing light what liked to be over a friends house. After a f,us,2/14/2014,10/13/1973 18:00,5 minutes,300,36.4269444,-77.5958333,oval,nc
1478,ponca city (south of),SUDDENLY A BRILLIANT WHITE LIGHT LIT UP THE ENTIRE COUNTRY SIDE.  BRIGHTER THAN THE SUN. I GUESS AROUND A 1&#44000 FEET ABOVE GROUND&#44 COUL,us,8/30/1999,10/14/1965 21:00,brief-15sec,15,36.7069444,-97.0852778,,ok
1479,fulton,I saw a golden orange diamond shaped object traveling south in the sky in mid october 1974 near Fulton MO,us,6/4/2004,10/14/1974 16:30,1 minutes,60,38.8466667,-91.9477778,diamond,mo
1480,oran,Saw triangle shaped craft&#44 light on each corner&#44 low overhead&#44 few hundred feet above.  As craft went by saw light on top. Soft noise l,us,11/21/2010,10/14/1974 20:00,15 seconds,15,37.085,-89.6552778,,mo
1481,atlanta,A saucer shaped ship was seen from about 50 yards away.  It hovered.,us,11/8/2005,10/14/1978 07:00,15 minutes,900,33.7488889,-84.3880556,disk,ga
1720,indialantic,Unbelievably Close to the Ground Surface.,us,10/30/2012,10/15/1961 18:00,2 minutes,120,28.0891667,-80.5658333,oval,fl
1721,chicago,SITTING IN AVALON PARK ON A FALL NIGHT AT APP.1030 PM I SAW A METALIC OBJECT TRAVELING FROM E TO W I DIDNT GIVE IT MUCH THOUGHT BUT IT,us,8/5/2001,10/15/1962 22:30,10sec,10,41.85,-87.65,other,il
1722,columbus,Child remembers seeing object over 40 years,us,11/3/2005,10/15/1964 00:00,10min,600,39.9611111,-82.99888890000001,cigar,oh
1723,new rochelle,knew they came and went all stoped  talked to my brain or?  ((NUFORC Note:  Report from retiree.  PD)),us,1/31/2011,10/15/1965 15:00,:02,2,40.9113889,-73.78277779999999,sphere,ny
1724,tabor,Craft hovers noiselessly over witnesses in 1965&#44 in Southwest Iowa&#44 is photographed by 2 photographers&#44 photos stolen later.,us,9/29/2004,10/15/1965 21:00,45 min.s,2700,40.8983333,-95.67111109999999,oval,ia
1725,boca raton (military trail),SAW BRIGHT LITE.DROVE CLOSER&#44STOPPED WHEN NEXT TO IT.500 YARDS.GOT OUT OF CAR WALKED TOWARD LIGHT.NEXT THING 5 HOURS LATTER,us,7/5/1999,10/15/1966 02:00,6 hours,21600,26.3583333,-80.08333329999999,circle,fl
1726,martinsville,Craft hovered about 20 feet above barn. Lights in horizontal orientation for about 30 seconds and then darted away. Others saw.,us,3/21/2003,10/15/1966 18:30,1 minute,60,39.4277778,-86.42833329999999,disk,in
1727,running  springs,Around 7 pm on a tues in oct 1966 on my way home from work   while driving up the rim of the world high way or highway 18 from skyfores,us,12/20/2000,10/15/1966 19:00,20 min,1200,34.2077778,-117.10833329999998,disk,ca
1728,ukiah,Orange oval 40 ft in diameter&#44 twenty ft off the ground&#44 appoxumate 100 ft from me.,us,11/11/2013,10/15/1966 20:00,20 minutes,1200,45.1341667,-118.9313889,oval,or
1729,utica,i and a friend were coming home one cold fall evening outside of Hugh R. Jones Elem. School . There was a triangle of a red&#44 green&#44 whi,us,4/22/2003,10/15/1966 20:00,3minutes,180,43.1008333,-75.2330556,triangle,ny
1730,lake champlain (n end of) (canada),Strange&#44 circular object with a halo or glowing ring around it which moved at unbelieveable speed&#44 almost straight up.,,4/16/2005,10/15/1967 04:00,10-15 min.,900,44.586581,-73.38009,circle,qc
1731,castleside (uk/england),I saw a huge cigar shaped object&#44 pulsating red then orange&#44 like a heartbeat&#44 my horse saw it first.,gb,3/11/2006,10/15/1967 16:00,5 minutes,300,54.833333,-1.8666669999999999,cigar,
1732,birmingham,description of a spaceship spotted over Birmingham Alabama in 1967.,us,7/5/2008,10/15/1967 18:00,five minutes,300,33.5205556,-86.8025,oval,al
1733,knott - end. fleetwood (uk/england),Strange lights in the sky Northern England in the Autumn of 1967.,,2/18/2001,10/15/1967 19:30,5 - 10 mins,600,53.92766,-3.00585,light,
1734,hampstead,Hampstead North Carolina disk 1967,us,12/20/2012,10/15/1967 21:00,5 minutes,300,34.3675,-77.7108333,disk,nc
1735,north hollywood,A fireball over the San Fernando Valley in 1967,us,12/19/2003,10/15/1967 21:00,15+ minutes,900,34.1722222,-118.37805559999998,fireball,ca
1736,saugus,oct. 1967 late night&#44 I was a high school student living in the boring town of Saugus&#44 California&#44 the nearest town was Newhaul&#44 and th,us,3/19/2009,10/15/1967 23:00,3 minutes,180,34.4113889,-118.53916670000001,light,ca
1737,hastings,Perfect semi circle vapor trail left as soundless UFO makes a turn-around overhead.,us,12/2/2000,10/15/1968 02:00,2 minutes,120,44.7433333,-92.8522222,triangle,mn
1738,crystal lake,Cigar shaped vehicle hovering over farm field.,us,5/12/2010,10/15/1968 07:30,30 minutes,1800,42.2411111,-88.31611109999999,cigar,il
1739,bancroft (rural area near),Two&#44 non-blinking white lights perform a high speed&#44 75-degree ascent.,us,2/18/2001,10/15/1968 20:00,about 1 and 1/2 to 2 minu,120,44.3097222,-89.51361109999999,light,wi
1740,pacific ocean (1500mi.sw of u.s.mainland),Bright&#44 white soundless orb with no trajecory nor trail of flames,,9/12/2003,10/15/1968 21:30,30 sec.,30,-8.783195,-124.508523,circle,
1741,sharon,NO NOISE&#44 NO AIR MOVEMENT&#44 NO HEAT&#44LIGHTS UNDERSIDE&#44 HOVERED&#44,us,11/21/2010,10/15/1969 00:00,1-2 minutes,120,41.8791667,-73.4772222,oval,ct
1742,pearl,Long overdue report of UFO witnessed at a close range--years ago,us,1/17/2004,10/15/1969 06:00,15-20 minutes,1200,32.2744444,-90.1319444,cigar,ms
1743,wilmington,Moon sized object &quot;grew&quot; to fill entire sky&#44 then disappeared,us,1/5/2011,10/15/1969 18:30,1 minute,60,39.7458333,-75.5469444,circle,de
1744,hurst,the light that came as i called it,us,9/6/2002,10/15/1969 19:00,1 minute,60,32.8233333,-97.1702778,disk,tx
1745,miami,OCTOBER 1969 UFO SIGHTING BY ENTIRE FAMILY,us,5/2/2011,10/15/1969 19:00,minutes,120,25.7738889,-80.1938889,changing,fl
1746,exeter (near),I was returning from the first Vietnam Moratorium (that is how I fix the date accurately) in Boston with some friends in an old VW bus.,us,5/4/2004,10/15/1969 21:00,30 min,1800,42.9813889,-70.9483333,cigar,nh
1747,alpine,Fall&#44 clear&#44 full visual disc sighting unbelievable air manuevers &#44speed &#44 brightness.,us,4/27/2004,10/15/1969 23:30,5 mins,300,33.8480556,-109.1425,disk,az
1748,westland,Early 1970&#39s&#44 object going around the sun.,us,8/16/2002,10/15/1970 10:00,20 seconds,20,42.3241667,-83.4002778,unknown,mi
1749,london (uk/england),Single bright cone shaped beam of light.,gb,8/24/2010,10/15/1970 19:00,30 minutes,1800,51.514125,-0.093689,unknown,
1750,san diego/pacific beach,I saw a UFO in the night sky over Pacific Beach in San Diego&#44 &amp; while being trailed by 2 jets firing tracers the object turned north on,,8/5/2009,10/15/1970 23:00,1 minute,60,32.802458,-117.23558500000001,light,ca
1751,bremerton,I was walking into my home one day at dusk and as i looked up saw these strange objects in the sky. I ran in and got my camera and took,us,10/12/2001,10/15/1971 18:00,10 minutes,600,47.5675,-122.63138889999999,disk,wa
1752,litchfield,Mothership over Litchfield CT,us,3/21/2003,10/15/1971 20:30,6min aprox,360,41.7472222,-73.1891667,circle,ct
1753,tinley park,Saw a disc shaped craft with 3 lights,us,11/1/1998,10/15/1971 20:30,10-15 min,900,41.5733333,-87.7844444,disk,il
1754,lago vista (near austin),went outside &amp; in night sky looking east{est.} saw 15 to 25 objects looked like stars appeared same distance as stars&#44 but brighter tha,us,2/16/1999,10/15/1971 24:00,30 minutes,1800,30.46,-97.9880556,formation,tx
1755,toronto (canada),observed tarnished&#44 oval shaped object with black symbols on side travelling south at a steady speed towards Lake Ontario,ca,5/12/2010,10/15/1972 08:30,seconds,2,43.666667,-79.416667,oval,on
