,city,comments,country,date posted,datetime,duration (hours/min),duration (seconds),latitude,longitude,shape,state
48709,sparta,Multi Colored&#44 Stadium sized craft disappears at light speed,us,12/2/2000,6/15/1971 00:45,5-7 seconds,7,41.0333333,-74.63888890000001,oval,nj
48710,eleuthera (bahamas),If the loggs still exist&#44 then look in the Navfac Eleuthera Base ones.  Base shut down in 1979,,5/27/2003,6/15/1971 02:15,30 minutes,1800,25.1,-76.133333,disk,
48711,brockton,The Sighting,us,8/14/2007,6/15/1971 11:00,one hour,1800,42.0833333,-71.01888890000001,disk,ma
48712,orange/anahiem,saucer over Angel Stadium summer of 71 or 72,,2/22/2005,6/15/1971 12:00,1 minute,60,33.835293,-117.91450400000001,disk,ca
48713,chuluota,Light in the sky that stopped time,us,11/9/2004,6/15/1971 20:00,1 hour,3600,28.6416667,-81.12361109999999,triangle,fl
48714,santa clara,Pink disc plays &quot;hide and seek&quot; with private and miltary planes for 2 hrs.&#33,us,10/28/2002,6/15/1971 20:00,2 hrs.,7200,37.3541667,-121.95416670000002,disk,ca
48715,karnes county,UFO sighting over open pit uranium mine.,,6/23/1999,6/15/1971 23:10,3 minutes,180,28.908909,-97.87216,circle,tx
48716,castlefod (uk/england),I sighted the three objects at 11-30pm. They approached from the north. They came directly towards me until at one point they were virt,,6/23/1999,6/15/1971 23:30,4minutes,240,53.723466,-1.345968,other,
48717,union grove,UFOs observed by WWII veteran and multiple Army and National Guard members.,us,2/14/2010,6/15/1972 20:30,2 hours,7200,34.4016667,-86.4491667,formation,al
48718,welland (ontario) (canada),A cigar shaped craft the size of a football field&#44 very slowly came hovering over our neighbourhood and stayed for 1/2 hour.,ca,6/10/2003,6/15/1972 20:45,approx. 1/2 hr.,7200,42.983333,-79.25,cigar,on
48719,greensboro,Silent&#44 rotating disk with alternating red and white light panels&#44 approxomately 20 feet in diameter&#44 30 to 40 feet off the ground.,us,2/18/2001,6/15/1972 21:00,+/- 3 minutes,180,36.0725,-79.79222220000001,disk,nc
48720,lowell,one incredibly large&#44 silent  luminous vessel hovering like a large shallow soup bowl inverted over another of the same size and shapec,us,8/28/2003,6/15/1972 22:00,15 min.?,900,39.5297222,-81.5063889,other,oh
48721,fort lawn,When I was 6 or 7 years old&#44 my sister and I were waiting early one morning to catch the school bus.  Across from our stop there was no,,11/1/1998,6/15/1973 06:00,15-30 minutes,1800,34.702089,-80.894798,oval,sc
48722,huntington beach,300&#39 cigar&#44silver&#4410 windows w/soft corners&#44 200&#39 off ground&#44 traveling from ocean inland at less than 50 mph.,us,11/9/1999,6/15/1973 06:00,20 seconds,20,33.6602778,-117.99833329999998,cigar,ca
48723,los alamos,Has anyone else reported a ufo over LOS ALAMOS NATIONAL LABORATORIES around this time? I know of at least 2 others that saw it. It was,us,8/5/2001,6/15/1973 08:00,30 sec.,30,35.8880556,-106.3063889,cigar,nm
48724,hillsboro,Largo red object sitting over a ridge. If indeed it was hovering over this ridge it was very large. Well over 100 feet. It attracted my,us,7/16/2003,6/15/1973 14:00,4 hrs,14400,38.1352778,-80.2133333,circle,wv
48725,vancouver (canada),witnessed a disk shaped craft approximately two hundred feet of the ground,ca,6/12/2008,6/15/1973 15:00,3.5 minutes,210,49.25,-123.13333300000001,disk,bc
48726,bridgeport,Two objects&#44 saucer and cigar shaped&#44 at 3&#44500 ft. moving north toward Chattanooga&#44 Tenn.,us,12/20/2012,6/15/1973 15:30,30 seconds,30,34.9475,-85.7144444,disk,al
48727,tampa,Whilewatching a friend of mine go-karting&#44 I noticed a metallic cigar-shaped craft&#44 several hundred feet in length move slowly over the,us,1/28/1999,6/15/1973 19:30,1-2 minutes,120,27.9472222,-82.45861109999998,cigar,fl
48728,river vale,Two large round very bright white objects with very fast precise movents&#44 moving independently then dissapearing,us,3/2/2004,6/15/1973 20:00,15-20 seconds,20,40.9952778,-74.0125,circle,nj
48729,decatur,mid 1970&#39s UFO over Decatur&#44Alabama,us,8/16/2002,6/15/1973 21:00,15 min,900,34.6058333,-86.9833333,circle,al
48730,ballwin,In June&#44 1973 myself and 6 others watched a huge&#44 silent&#44 metallic disk hover over my house.,us,6/18/2004,6/15/1973 21:30,20 minutes,1200,38.595,-90.54611109999999,disk,mo
48731,upper freehold,Freehold&#44 NJ  large disk saucer red and green lights,,1/31/2011,6/15/1973 21:50,3-4 min,240,40.155556,-74.523611,disk,nj
48732,citrus heights,Low flying&#44 silent&#44 wing shaped craft passed directly overhead while we were moon gazing; report on local TV breaking news.,us,8/28/2002,6/15/1973 22:00,3-5 seconds,5,38.7072222,-121.28,chevron,ca
48733,hampton,Low flying triangular formation?  of silent blue lights in 1974 near Langley Va.,us,6/12/2002,6/15/1973 22:00,1 to 2 minutes,120,37.0297222,-76.3455556,formation,va
48734,whitesburg,Star-like light flashes different colors&#44 hovers&#44 and moves horizontally over 20 minute period.,us,8/5/2012,6/15/1973 22:00,20 minutes,1200,37.1183333,-82.8269444,light,ky
48735,calera (out-skirts),Group to see the &quot;un-explained&quot;in the night sky.,us,3/21/2003,6/15/1973 22:30,10-15 mins.,900,33.1027778,-86.75361109999999,disk,al
48736,san jose,triangles made of 9 lights--no object seen,us,5/15/2006,6/15/1973 22:30,15min+,900,37.3394444,-121.8938889,triangle,ca
48737,weslaco,06/15/1973+/- lubbock lights formation&#44 Weslaco Texas&#44 10 +/- seconds&#44 white light,us,10/10/2011,6/15/1973 23:00,10 seconds,10,26.1591667,-97.9905556,formation,tx
48738,winnipeg (canada),my friend and i were checking out venus in his new telescope being very young at the time&#44 we looked to the south the night was cloudle,ca,11/11/2003,6/15/1973 23:00,15 mins,900,49.883333,-97.166667,sphere,mb
48739,blackhawk,Description: It was&#44&#44 i believe&#44 the summer of 1973&#44&#44 my brother and i&#44&#44 were born in california&#44 my brother was born in 1959&#44&#44&#44 I,,4/16/2005,6/15/1973 24:00,10 seconds,10,29.577407,-98.491241,circle,co
48740,westline,I was sitting with my friend at Red Bank where the bridge was at the Allegheny Resoivor. We had been fishing and saw a light cross the,us,11/11/2003,6/15/1974 00:00,1 hour,3600,41.7752778,-78.7725,light,pa
48741,erie (countryside),80&#39  diameter silver disc observed from distance of 130&#39 away. Disc was motionless&#44quite 100&#39 off ground. 1974,us,11/20/2002,6/15/1974 02:45,10 minutes,600,42.1291667,-80.0852778,circle,pa
48742,roseville,I saw a large black triangular object overhead which resembled a stealth bomber,us,7/16/2003,6/15/1974 08:00,1 minute,60,42.4972222,-82.93722220000001,triangle,mi
48743,shady point,it was silent&#44 erratic&#44 low altitude&#44 no lights&#44 daytime&#44 very fast&#44 hovered,us,9/2/2005,6/15/1974 12:00,1-5 minutes,300,35.13,-94.6583333,disk,ok
48744,janesville,Mostly sunny afternoon. I was hanging upside down on playground equipment at a parochial school. I saw twinkling objects in the Northwe,us,8/5/2001,6/15/1974 12:20,1/2hour+,300,42.6827778,-89.01861109999999,other,wi
48745,albany,Airport radar confirms what I saw.    Please read my whole discription.,us,7/16/2003,6/15/1974 13:00,2 minutes,120,42.6525,-73.7566667,triangle,ny
48746,austin,brilliant multicolored cloudshaped entity (a pulsing cloud of beaming color),us,3/4/2008,6/15/1974 13:00,2hrs,7200,43.6666667,-92.9744444,other,mn
48747,live oak,The triangle the flew over the house.,us,10/30/2006,6/15/1974 15:00,5 minutes,300,39.2758333,-121.6588889,triangle,ca
48748,bellingham,The craft was about 30 to 40 feet in lenght&#44 and about 20 feet above the ground. The trees and brush below it were pushed down and away,us,12/2/2000,6/15/1974 15:30,5 min,300,42.0866667,-71.475,other,ma
48749,san diego (mission bay walk/santa clara ct. m.b.),Enormous object to star like size in a flash,us,1/28/1999,6/15/1974 20:00,3+min,180,32.7152778,-117.1563889,sphere,ca
48750,kingston,Saucer with red blue green spinning lights emitting beam of light to ground.,us,12/12/2009,6/15/1974 21:00,15 min,900,41.9944444,-70.725,,ma
48751,pensacola,a sphere shaped object hovered over us while on the beach.  A police officer was heard reporting seeing something at the same time.,us,4/22/2003,6/15/1974 21:00,1 minute,60,30.4211111,-87.2169444,sphere,fl
48752,truckee/lake tahoe area,Subject and witness lying on backs in sleeps bags after day if logging. Both noticed silver/blue star off in distance&#44 that got closer,,4/26/2000,6/15/1974 22:00,15 minutets,900,39.308714,-120.175509,cigar,ca
48753,calera (outskirts of),Group of youth on hike see the&quot;un-explained.&quot;,us,3/21/2003,6/15/1974 22:30,10-15 minutes,900,33.1027778,-86.75361109999999,disk,al
48754,gua&iacute;ba (brazil),Estava em frente a minha casa de veraneio olhando para o c&eacute;u para os lados do oeste e vi um objeto esf&eacute;rico de cor azul como uma bolha,,4/27/2003,6/15/1974 23:00,00:00:30,30,-30.109092,-51.323827,sphere,
48755,ingersoll (canada),I was driving down a farm road that connects 2 parallel highways...a white bright light was visible far ahead&#44 right sude of road&#44 clos,ca,3/2/2004,6/15/1974 23:00,5 minutes,300,43.033333,-80.883333,oval,on
48756,caribbean sea (venezuela),Moving black mass at sea level in the Caribbean.,,3/17/2004,6/15/1975 02:00,20 minutes,1200,14.540111,-74.967637,unknown,
48757,cocoa beach,Very large very slow moving triangle shaped craft&#44 no sound east bound over B-line Expswy between Orlando&amp; Cocoa Bch &#44 June-July 1975,us,8/7/2007,6/15/1975 02:00,7min,420,28.3197222,-80.6077778,triangle,fl
48758,hallandale,i live on the ocean in a high-rise condominium.at approximately 3am i awoke and walked over to the living room where my terrace overloo,,7/16/2003,6/15/1975 03:00,5 minutes,300,25.981202,-80.148379,disk,fl
48759,praire creek,Just the wierdest feeling &#44 like telepathy,,7/16/2003,6/15/1975 05:00,5 minutes,300,39.275039,-87.497244,unknown,in
48760,noxen,bright silver 75-100 ft long cigar shape&#44 dark horizontal slits hovering silent 50-75 ft alt. over Schooley&#39s Peak Noxen&#44 PA.,us,4/13/2010,6/15/1975 12:30,30 seconds,30,41.4213889,-76.05888890000001,cigar,pa
48761,fulton,My sister&#44 friend and I riding bicycles along a country road when we stopped  at a stream. We looked up and saw a disc shaped object wh,us,4/27/2003,6/15/1975 13:00,1 minute,60,43.3227778,-76.4175,disk,ny
48762,baton rouge,Object hovered over Baton Rouge a long time then shot away,us,6/12/2008,6/15/1975 16:00,1.5 hours,5400,30.4505556,-91.1544444,disk,la
48763,reisterstown,Saw est. 200-300+ halo style craft flying from SW/NE in the Greenspring Valley area - 1974-1975,us,11/11/2013,6/15/1975 18:00,45 minutes,2700,39.4694444,-76.8297222,formation,md
48764,nulato,Light floating around people in village of Alaska,us,5/2/2003,6/15/1975 18:30,half an hour,2700,64.7194444,-158.10305559999998,light,ak
48765,riverside,Hovering saucer seen during daylight by many witnesses,us,3/10/2011,6/15/1975 18:30,2 minutes,120,41.0336111,-73.57861109999999,disk,ct
48766,okinawa (japan),US AIR FORCE Remote Controlled Flying Disk,,10/15/2002,6/15/1975 19:30,10 minutes,600,26.212401,127.68093200000001,disk,
48767,minneapolis,Sighting of triangle object and caveman (yeah&#44 I know--sounds like I am out of my mind&#44 but there were two of us),us,4/16/2005,6/15/1975 20:00,5 minutes,300,44.98,-93.26361109999999,triangle,mn
48768,trujillo alto (puerto rico),I SAW A FLYING OBJECT STANDING IN THE SKY WITH AN OVAL DIAMOND SHAPE AND ORANGE GLOW COLOR,us,8/5/2001,6/15/1975 20:00,3-5 minutes,300,18.3566667,-66.0077778,oval,pr
48769,detroit,Craft was dark grey/gun metal&#44 both small &amp; large lights on under belly no sound. Moving along the Southfied Freeway,us,2/16/2000,6/15/1975 21:00,20 min watch,1200,42.3313889,-83.0458333,triangle,mi
48770,joliette (canada),i dont speak anglish very well so i&#39m gonna try the best i can . i have so much details to tell but i dont have enough words in eng,ca,2/24/2007,6/15/1975 21:00,2min@,120,46.033333,-73.43333299999999,other,qc
48771,levittown,1 small bright light appeared to be chased by another.,us,5/15/2013,6/15/1975 21:00,4-5 seconds,5,40.155,-74.8291667,light,pa
48772,florence,first spotted thought was a helicopter with search light. As it came closer we noticed that there was no sound and was traveling extrea,us,7/16/2003,6/15/1975 22:00,45 min,2700,34.1952778,-79.7627778,rectangle,sc
48773,angeles crest,Seen by two observers - sphere of light -one only-no color -white -background was night  on forest road -,,7/16/2006,6/15/1975 23:00,4 hours,14400,34.343603,-117.90969399999999,other,ca
48774,vit&oacute;ria (brazil),Many lights flashing slowly.,,9/19/2002,6/15/1975 23:00,about ten minutes,600,-20.297618,-40.295777,circle,
48775,bon air,A large illuminated cigar shaped object glides over head in front of me - no sound at all.,us,3/21/2003,6/15/1975 24:00,3 sec.,3,37.5247222,-77.5580556,cigar,va
48776,moe (victoria) (australia),1970s Moe Victoria Australia&#44 Edward Hunter Reserve UFO not a hoax.,au,3/21/2003,6/15/1975 24:00,4 seconds,4,-38.17828,146.260986,disk,
48777,midland,A &#39dancing&#39 star,us,9/24/2003,6/15/1976 02:00,15 seconds,15,31.9972222,-102.0775,light,tx
48778,odessa,In the summer of 1975 or 76 I had just gotten off work around 2:00 am. Went home and got into bed with my wife. I was lying there liste,us,2/22/2002,6/15/1976 02:00,45 min,2700,31.8455556,-102.3672222,disk,tx
48779,greenbush,was wakened to a slowly rotating circular object that  changed colors. Seen by my neighbor at the same time.,us,7/16/2003,6/15/1976 03:00,15 min,900,48.7005556,-96.1813889,circle,mn
48780,woodberry forest preparatory school&#44 va,Seen out window:  Silent light&#44 6-8 inches in diameter at arm&#39s length&#44 moved across sky&#44 illuminating winter tree leaves in front of i,,11/1/1998,6/15/1976 03:00,3 seconds,3,37.431573,-78.656894,light,va
48781,ammanford (uk/wales),huge bus sized object&#44,gb,3/17/2004,6/15/1976 05:00,30 min,1800,51.791944,-3.9891669999999997,cigar,
48782,bonney lake/sumner,June 1975 on Hiway 410 travelling from Bonney Lake into Sumner&#44 classic silver-grey saucer keeps pace with us then disappears,,2/25/2003,6/15/1976 06:30,5 min or so,300,47.165633,-122.197099,other,wa
48783,strathmore,A very large&#44 dirigible shaped craft gliding slowly over the field next door.,us,3/19/2002,6/15/1976 07:00,10 minutes,600,36.1455556,-119.05972220000001,cigar,ca
48784,canton,Cigar shaped object seen in early afternoon by several witness for several min. in summer of 1976 or 1977.,us,6/12/2002,6/15/1976 11:00,7 min,420,40.7988889,-81.37861109999999,cigar,oh
48785,winchester,IT WAS SHOCKINGLY ENORMOUS,us,5/27/2003,6/15/1976 13:00,5 minutes,300,42.4522222,-71.1375,circle,ma
48786,bergenfield,This object flew through the circle of colored lights and disappeared.,us,3/18/2014,6/15/1976 14:00,20 minutes,1200,40.9275,-73.9977778,cigar,nj
48787,ford city,UFO black cigar shape with two smaller perpendicular  cigar shapes crossing center.,us,3/13/2012,6/15/1976 17:00,5 minutes,300,40.7722222,-79.53,cigar,pa
48788,port noarlunga (australia),the lights had a rotational sequence on the bottom,au,8/28/2002,6/15/1976 18:30,2minutes,120,-35.15,138.466667,circle,
48789,mt. royal,Unknown contact event,,3/11/2006,6/15/1976 19:00,2 hours,7200,39.809987,-75.21179000000001,unknown,nj
48790,simi valley,Large lighted silhouette of a face in the sky.,us,7/16/2006,6/15/1976 20:00,20 minutes,1200,34.2694444,-118.78055559999999,light,ca
48791,smithtown,I was walking w/ my friends; we were abreast&#44 but I was walking backwards. I was 16 yrs old. I looked up&#44 and about 100 feet above me w,us,2/14/2006,6/15/1976 20:00,30 secs,30,40.8558333,-73.20111109999999,disk,ny
48792,brentwood,I might be a match for a report in your database,us,4/13/2010,6/15/1976 21:00,3-5 minutes,300,40.7811111,-73.2466667,disk,ny
48793,long beach,we saw craft flying and stopping between long beach and n.y.c.. It was too fast to be man made.,us,9/28/2002,6/15/1976 21:00,15 min,900,40.5883333,-73.6583333,disk,ny
48794,wyandotte,Close up view of Triangular shaped UFO -Spacecraft communicates by repeating light signals,us,8/5/2001,6/15/1976 21:30,approx. 10 minutes,600,42.2141667,-83.15,triangle,mi
48795,beaver creek,Craft appears from over the top of house and stops over yard as kids are looking out the window at bed time.,us,8/12/2001,6/15/1976 22:00,one minute,60,45.2880556,-122.53444440000001,disk,or
48796,joshua tree national monument,single satellite type object omits other object flies in formation and rejoins,,9/13/2002,6/15/1976 22:00,4min,240,33.814181,-115.898885,formation,ca
48797,simi valley,I can witness to the actual size of a craft,us,9/19/2002,6/15/1976 22:00,10 sec.ish,10,34.2694444,-118.78055559999999,circle,ca
48798,vit&oacute;ria (capital city of esp&iacute;rito santo state) (brazil),A BIG YELLOW BRILLIANT BALL FOLLOWED BY MANY OTHERS COLORFULL SMALL LIGHTS IN V FORMATION FLIGHT,,8/16/2002,6/15/1976 22:00,10minutes,600,-20.297618,-40.295777,,
48799,wilkes-barre,This was the biggest reported u.f.o. sighting as long as i can remember it was the summer of 76 in hanover and wilkes-barre. it was aro,us,11/28/2007,6/15/1976 22:00,35+ minutes,2100,41.2458333,-75.8816667,disk,pa
48800,tulsa,Light far away in sky racing away from a location &amp; back twice to again race away and not return,us,12/12/2009,6/15/1976 22:45,45 secs,45,36.1538889,-95.9925,light,ok
48801,drumright,Enormous Craft  over a mile in diameter&#44 witnessed flying at night and low to the ground ......,us,3/21/2003,6/15/1976 23:00,15 minutes,900,35.9883333,-96.6008333,unknown,ok
48802,hobbs,Large Flash of Light observed from an FAA control tower in New Mexico.,us,3/21/2003,6/15/1976 23:00,1 second,1,32.7025,-103.1355556,flash,nm
48803,cornwall (uk/england),Classic large shape rod&#44 looked like birds&#44 but no flapping wings.,gb,12/23/2002,6/15/1976 24:00,20secs,20,50.416667,-4.75,other,
48804,london ((uk/england),please understand that what i saw was many years ago. i was about 17 years of age at the time when i looked out of the kitchen window a,gb,12/7/2006,6/15/1977 00:00,15 seconds,15,51.514125,-0.093689,circle,
48805,stillwater (west of),Three of us saw a high flying jet/airplane begin zig-zagging across the sky for about 30 seconds.,us,9/6/2002,6/15/1977 01:00,1-2 minutes,120,36.1155556,-97.0580556,light,ok
48806,kodiak island,White light object seen on Kodial Island in the mid 70s,,12/14/2006,6/15/1977 02:00,2 minutes,120,57.241325,-154.118722,circle,ak
48807,u.s.navy-uss glover agff-1-burmuda triangle&#44 fl,I was on watch above the bridge port side when a bright red&#44orange-round object came out of the sky &amp; approached our ship.The starboard,,10/2/1999,6/15/1977 03:00,20 min.appx.,1200,30.438156,-87.22252399999999,circle,
48808,chadwell st mary (uk/england),Somethings going on for sure.,,7/28/2010,6/15/1977 03:20,15 minutes aprox,900,51.481971,0.36987600000000004,disk,
48809,indiana (northern; outside sawmill),2 hours of missing time with us having know idea where we were,,12/16/2005,6/15/1977 10:00,2hours,7200,40.267194,-86.134902,,in
48810,cedar city (east of),It was long getting larger from front to back&#44 black&#4450 feet up and made no noise.,us,4/27/2004,6/15/1977 13:00,15 sec,15,37.6775,-113.0611111,triangle,ut
48811,arlington heights,My Father&#44 sister and my self saw a disc shaped craft&#44 it looked like a classic &quot;Bell&quot; shaped saucer over Arlington Hts and rolling Mea,us,6/18/2003,6/15/1977 19:00,20 min,1200,42.0883333,-87.9805556,disk,il
48812,medina,it looked like the mini-sub from voyage to the bottom of the sea&#44flew above us about 50 ft in the air,us,4/16/2005,6/15/1977 20:00,30 seconds,30,41.1383333,-81.8638889,disk,oh
48813,sacramento,at least 300 foot dia.  50 foot  in height . Light from bottom center. light from square ports 10 ft. by 10 ft.,us,10/12/2001,6/15/1977 20:30,5 min,300,38.5816667,-121.49333329999999,disk,ca
48814,asheville,Big As  House&#44 Rows of Brightly Lit Windows&#44 Silent,us,10/28/2002,6/15/1977 21:00,10 min,600,35.6008333,-82.5541667,unknown,nc
48815,auburn,UFO momentaily flies 50 to 60 feet above street&#44 seemingly out of control&#44 then flies off.,us,1/17/2004,6/15/1977 21:00,3 seconds,3,38.8966667,-121.07583329999999,triangle,ca
48816,gaithersburg,Summer of 1977 I saw a large oval black object hovering just over the tree tops going very slowly.,us,5/12/2011,6/15/1977 21:00,15 minutes,900,39.1433333,-77.2016667,oval,md
48817,newington,Circular&#44 silent craft with revolving white lights on bottom.,us,1/17/2004,6/15/1977 21:00,10 min,600,43.1,-70.8341667,disk,nh
48818,newport,Zig-Zagging light similar to star moving around other stars changing intensity as if looping in/out light range,us,5/2/2003,6/15/1977 21:30,20+10 min,600,44.6369444,-124.0522222,light,or
48819,san diego,1977&#44 Intense blue light over San Diego.,us,9/12/2003,6/15/1977 21:30,five seconds,5,32.7152778,-117.1563889,sphere,ca
48820,otis (reservoir),60-80 ft in diameter&#44 disc shaped&#44 flat on top&#44 red and green lights underneath.,us,5/27/2003,6/15/1977 22:30,20 min,1200,42.1930556,-73.09222220000001,disk,ma
48821,topeka,it was changing colors&#44 like most of the rainbow colors&#44 not flashing just changing but the intensity ... same.,us,3/21/2003,6/15/1977 22:30,12-15 seconds,15,39.0483333,-95.67777779999999,light,ks
48822,ridgefield,when i was 8 or 9 i saw lights in the sky above my head like tiny christmass lights,us,12/2/2000,6/15/1977 23:00,30secs,30,45.8152778,-122.74138889999999,circle,wa
48823,appleton,I woke up and saw it hovering noiseless over the neighbors horses and the highway. I awoke the whole family,us,1/11/2002,6/15/1978 00:30,1 hour,3600,45.1969444,-96.0194444,light,mn
48824,boston,It was gold and round about the size of a golfball.,us,5/13/2003,6/15/1978 03:00,5 minutes,300,42.3583333,-71.0602778,sphere,ma
48825,jarabacoa (dominican republic),Cigar UFO sighting Dominican Republic 1978,,11/28/2007,6/15/1978 10:00,5 mins,300,19.116667,-70.633333,cigar,
48826,hoopa,Twinkling lights&#44 oval shaped craft&#44 no sound&#44 hovered for 45 min. Around midnight&#44 1978,us,1/28/1999,6/15/1978 12:00,45 min,2700,41.0505556,-123.67305559999998,oval,ca
48827,orange,UFO disappears behind trees,us,8/16/2002,6/15/1978 14:00,10 seconds,10,33.7877778,-117.8522222,circle,ca
48828,levittown,I saw this disc in broad daylight clearly&#33,us,7/25/2004,6/15/1978 17:00,1 minute,60,40.7258333,-73.51472220000001,disk,ny
48829,granite station (near),We&#44 had sence of dread&#44 but not hostility; I was armed with high power rifle&#44 felt no need to use it.,,5/2/2011,6/15/1978 17:30,aprx 20min,1200,36.623189,-121.922549,cylinder,ca
48830,zimmerman (3 miles east of),Was it childhood imagination or real?,,3/21/2003,6/15/1978 18:00,10 minutes,600,45.443299,-93.589962,teardrop,mn
48831,madison heights,Circular lighted object sighted,us,3/21/2003,6/15/1978 19:30,2 mins.,120,37.4308333,-79.1233333,circle,va
48832,lowell,In summer of 1978 @ age 7&#44I looked out my third floor window and saw a steadily and slowly moving hot-dog shaped object&#44red-orange sun-,us,1/22/2000,6/15/1978 20:00,2 min,120,42.6333333,-71.3166667,cigar,ma
48833,mancelona,The craft hummed loudly&#44 was saucer shaped and had lights that were rotating around the edge.,us,6/18/2003,6/15/1978 20:00,10 minutes,600,44.9022222,-85.0608333,disk,mi
48834,baton rouge,HUGE oval craft  hovering over the treetops follows our car.,us,10/31/2008,6/15/1978 20:30,5 minutes,300,30.4505556,-91.1544444,oval,la
48835,chattanooga,On apartment deck. Saucer went overhead at 150 feet high. No lights&#44 no sound. Diameter 150-200 feet. Black in color. Saw rivets where,us,2/16/2000,6/15/1978 21:00,30 seconds,30,35.0455556,-85.30972220000001,disk,tn
48836,mancelona,We thought our foster daughter was kidding us&#44 until we saw the metallic saucer shaped object humming loudly over the Michigan farmland,us,6/3/2003,6/15/1978 21:00,10 minutes,600,44.9022222,-85.0608333,disk,mi
48837,stanwood,Low level&#44 high speed flyby,us,6/12/2002,6/15/1978 21:00,five seconds,5,48.2413889,-122.36944440000002,other,wa
48838,mancelona,On a warm summer night&#44 we saw a saucer shaped UFO that hummed very loudly.,us,7/16/2003,6/15/1978 22:00,20 minutes,1200,44.9022222,-85.0608333,disk,mi
48839,mansfield,Enormous dark craft very slowly and quietly crossed sky overhead from east to west,us,9/13/2002,6/15/1978 22:00,5 minutes,300,41.8072222,-77.07777779999999,unknown,pa
48840,seattle,&quot;Starwars&quot; dog-fight in the night sky.,us,4/16/2005,6/15/1978 22:30,30 sec,30,47.6063889,-122.33083329999998,unknown,wa
48841,madera,Orange/yellow sphere of light without sound and traveled at intense accelleration with intelligence,us,7/16/2003,6/15/1978 23:00,10 minutes,600,40.8283333,-78.4352778,fireball,pa
48842,warrensville,my friend and I were shooting pool at his home early in the morning&#44 I belive it was a friday or saterday morning.  when we heared a lo,us,3/29/2004,6/15/1978 24:00,5 mins,300,41.3263889,-76.9458333,triangle,pa
48843,sagamore hills,In Ohio around 1979 I had and encounter with 3 aliens. 500 Lights On Object0: Yes,us,7/4/2012,6/15/1979 03:00,2 minutes,120,41.3116667,-81.56833329999999,unknown,oh
48844,los angeles (over i-10&#44 on most rural bayou stretch),Metallic UFO seen hovering silently&#44 directly over eastbound lanes.Light underneath shined UP onto craft-was being moved by humandoid s,us,11/1/1998,6/15/1979 04:30,2 minutes,120,34.0522222,-118.2427778,unknown,ca
48845,dorchester,Upright Y shaped yellow and black flying objects.,us,4/18/2012,6/15/1979 14:00,5 minutes,300,43.4697222,-91.5108333,other,ia
48846,baton rouge,Several witness Silver Disc over Baton Rouge,us,7/1/2002,6/15/1979 15:00,2-3 min.,180,30.4505556,-91.1544444,disk,la
48847,toronto (canada),Hollow Ring Shaped Object During The Day&#44 Just Above Tree Line,ca,6/10/2010,6/15/1979 17:00,1 minute,60,43.666667,-79.416667,other,on
48848,manteca,blue belly: ship with blue light outlineing the bottom of saucer&#44 white ball of light on each end. top: one white ball of light on  top,us,4/8/2002,6/15/1979 19:00,3 seconds,3,37.7975,-121.215,disk,ca
48849,oquawka,lot of lights rectagular in shape and a sound ive never herd before,us,8/14/2007,6/15/1979 19:00,5-10 minutes,600,40.9319444,-90.9469444,rectangle,il
48850,baton rouge,metallic disk emerged from one cloud and disappeared behind another.,us,1/21/2008,6/15/1979 19:30,30 seconds,30,30.4505556,-91.1544444,disk,la
48851,san jose,1979 ufo  and entities sighting up close,us,6/2/2013,6/15/1979 20:00,30-40 min,2400,37.3394444,-121.8938889,disk,ca
48852,huntsville,I saw a bright oval object at night in the sky it was big &#44fast&#44and gasious yellow&#44orange&#44 red glowing.,us,10/15/2003,6/15/1979 21:00,20 seconds,20,36.4097222,-84.4905556,oval,tn
48853,lavigne (canada),still unexplained lights and craft seen in northern Ontario.,,9/13/2002,6/15/1979 21:30,5 min.,300,46.32652,-80.170294,triangle,on
48854,jonesboro,stars start mooving from dead stop,us,8/14/2007,6/15/1979 23:00,4 min,240,35.8422222,-90.7041667,unknown,ar
48855,kavala (50 km. se of) (greece),year 1979 my home town is kavala greece; Eastern macedonia port city i was fishing S EAST of the city about 50 kl and 3 kl east of the,,4/16/2005,6/15/1979 24:00,6 min.,360,40.937607,24.412866,,
49475,joyce,Three minutes over Crescent Beach WA,us,10/30/2006,6/16/1962 23:30,3 minutes,180,48.1366667,-123.7327778,other,wa
49476,provo (south of),Strange bright cloud moved with car for several miles&#44 then zipped off as silver saucer.,us,4/2/1999,6/16/1972 18:30,several min.,120,40.2338889,-111.65777779999999,disk,ut
49477,rockville,I saw a flying saucer.,us,6/12/2008,6/16/1977 19:00,30 seconds,30,39.0838889,-77.1530556,disk,md
49478,napa,Triangular UFO SIghting Napa County Summer 1979  (on the way to Lake Berryessa),us,4/16/2005,6/16/1979 23:30,10 minutes,600,38.2972222,-122.28444440000001,triangle,ca
49659,chicago,Disk shapped saucer over the city of Chicago.,us,10/31/2003,6/17/1961 19:00,5 min,300,41.85,-87.65,disk,il
49660,paulsboro,Saw a large oval craft flying in a straight line above the clouds&#44 near Philadelphia&#44 PA,us,9/28/2002,6/17/1974 13:00,2 min,120,39.8302778,-75.24083329999999,oval,nj
49661,dale (south of),GIANT FLYING ROCK FORMATION,us,3/17/2004,6/17/1976 21:00,3 minutes,180,38.1688889,-86.99,other,in
