,city,comments,country,date posted,datetime,duration (hours/min),duration (seconds),latitude,longitude,shape,state
72573,yakima (about 10-30 miles nw of),Comet-like object&#44 high in sky&#44 set at \ angle&#44 nearly vertical&#44 stationary&#44 no aircraft in sight.,us,8/5/2001,8/9/1999 20:18,about 2-3 minutes (we lef,180.0,46.6022222,-120.5047222,fireball,wa
72574,king of prussia,While on our roof&#44 my two sons and I saw three glowing&#44 noiseless orange/brown/yellow glowing objects flying fast in perfect formation,us,8/30/1999,8/9/1999 22:00,5-15 seconds,15.0,40.0891667,-75.3963889,cross,pa
72575,columbus,2 bright flashes in the sky.,us,12/20/2000,8/9/1999 22:30,2 seconds,2.0,39.961111100000004,-82.99888890000001,flash,oh
72763,henderson,I was leaving my job at the hospital in 1981. I had a newborn son and my husband was with him at my home in Henderson NC.I was driving,us,1/21/2008,9/10/1981 23:00,15 min,900.0,36.32944439999999,-78.39944440000001,rectangle,nc
72764,mulberry (near),Aircraft chasing ufo,us,8/16/2002,9/10/1983 19:00,15 minutes,900.0,40.34444439999999,-86.6652778,light,in
72765,druskenenky (70 km nort of) (latvia),light green big ball first muving slovli;devide on three go fast tovards spase deraction;75meters abuve produsing day lihte ben of ligt,,8/5/2001,9/10/1985 14:00,35min,2100.0,54.004906999999996,23.986428,circle,
72766,conway,Heard a rumbling in the sky and then saw a yellow streak just above the treeline.Looked to have a yellowish color. With either red writ,us,11/17/1999,9/10/1987 18:00,10 seconds,10.0,35.0886111,-92.4419444,cylinder,ar
72767,antalya (turkey),I have never seen such an object in my life &#44 movies and TV.,,7/16/2003,9/10/1989 21:10,2 or 3 minutes,180.0,36.88414,30.70563,rectangle,
72768,kent cliffs,Disk shaped UFO hovering with red and white alternating lights with planes in chase,us,11/8/2003,9/10/1989 23:00,20 min,1200.0,41.455,-73.7544444,disk,ny
72769,lewiston,A large panning light that would move from position to position faster than seemily possible.,us,11/21/2010,9/10/1991 21:30,a half an hour,1200.0,46.4166667,-117.01666670000002,light,id
72770,phoenix,A massive object in the sky&#44 that shined a light in front of me that was very weird....,us,10/31/2008,9/10/1993 20:30,1 minute,60.0,33.4483333,-112.07333329999999,rectangle,az
72771,chicopee,craft flies directly over us (very high up) from west stops&#44 gets smaller (ascends) and shoots of north at a very high rate of speed,us,1/28/1999,9/10/1993 22:30,10 minutes,600.0,42.148611100000004,-72.6083333,triangle,ma
72772,marion,The football field sized object was triangular and had a gondola - shaped structure underneath.,us,9/29/2004,9/10/1995 09:30,10 minutes,600.0,36.8347222,-81.515,triangle,va
72773,las vegas,Man&#44 wife&#44 son witness tiny&#44 milk-white sphere hovering in cloudless sky. Streaks off to NW.  15 min. later see silver disc overhead.,us,11/2/1999,9/10/1995 12:35,8 min.,480.0,36.175,-115.1363889,,nv
72774,effingham,ILLinois. siting,us,6/18/2004,9/10/1995 20:00,30sec,30.0,39.12,-88.5433333,cigar,il
72775,quebec (canada),fast white light decelerating to a complete stop and taking off again at a very slow pace&#44then shutdown.,ca,12/2/2000,9/10/1995 21:12,16 mins,960.0,46.8,-71.25,light,pq
72776,valcatier (military base) (canada),white light coming super fast to a stop then taking off again slowly and shutting off its light like a switch.,,12/2/2000,9/10/1995 21:12,15mins,900.0,46.893056,-71.49305600000001,light,pq
72777,auburn,Young woman sees &quot;black boomerang w/ dim lights&quot; descend in sky. Then&#44 she w/ 5 friends&#44 see triangular ship w/ 5 lights hovering.,us,11/2/1999,9/10/1995 22:00,25 min.,1500.0,47.3075,-122.2272222,,wa
72778,siloam springs,three lights moving in a triangle formation&#44 no sound&#44 all three lights went out at the same moment,us,7/26/2002,9/10/1996 23:45,5 minutes,300.0,36.188055600000006,-94.5402778,triangle,ar
72779,lierskogen (norway),It looked as a pointed horseshoe. It was full daylight&#44 and it had a lighter shade than the rest of the sky. There was no clouds at all,,4/26/1999,9/10/1997 16:00,3 min.,180.0,59.819814,10.330936,unknown,
72780,alta loma,Very bright circular object about 1500 to 2000 above ground level very slowly moving to the southwest.,us,1/28/1999,9/10/1997 19:00,60 minutes +,3600.0,34.1222222,-117.5972222,circle,ca
72781,horeshoe bay,Green Balls in the sky,,9/26/1998,9/10/1998 04:30,5  sec.,5.0,30.544721999999997,-98.36833299999999,circle,tx
72782,oceanside,Bright&#44 fire-like object streaked from west to east in a level&#44 horizonal attitude at a speed that took approximately 10 seconds to cov,us,9/26/1998,9/10/1998 07:15,approx. 10-15 sec.,15.0,33.1958333,-117.3786111,fireball,ca
72783,poway,Flash of the brightest light ever&#44 fire colored&#44 tail twice as long&#44 travelling west to east&#44horizontally.  Was in the Union tribune on,us,9/26/1998,9/10/1998 19:00,6 sec,6.0,32.9627778,-117.035,flash,ca
72784,sophia,A huge blue&#44 orange ball shooshed in front of us,us,12/19/2003,9/10/1998 19:00,3 seconds,3.0,35.8230556,-79.86111109999999,fireball,nc
72785,san angelo,big&#44 glowing&#44 slow &#44 red comet-like fireball  with a  tail that slowly stretched accross the sky&#44 and took forever to slowly fade away,us,4/27/2007,9/10/1998 20:00,30 mins to and hour,1800.0,31.463611100000005,-100.4366667,fireball,tx
72786,st. charles,Cigar shape with 3 port-hole windows&#44 lit up with bright white light&#44 moving slowly So. to No. Obvious pointed frame work(trianular lik,us,1/28/1999,9/10/1998 21:00,25 seconds,25.0,38.783888899999994,-90.48111109999999,cigar,mo
72787,buena vista,Ball of light that was thought to be a star dropped out of formation and changed colors and direction at super speeds,us,8/5/2001,9/10/1998 22:45,10 minutes,600.0,38.8422222,-106.13055559999998,changing,co
72788,hemsby &#44 norfolk (uk/england),2 lights just appeared and moved rapidly across the sky paralel to each other then seemed to close in on eachother then drift away. the,,10/2/1999,9/10/1999 00:30,8 seconds,8.0,52.695889,1.6844869999999998,light,
72789,vacaville,Eastbound on I-80 through Vacaville&#44 object appeared to travel from west to east,us,10/2/1999,9/10/1999 02:13,approx 5 seconds,5.0,38.3566667,-121.98666670000001,fireball,ca
72790,brentwood,Brilliant Orange Fireball,us,10/2/1999,9/10/1999 03:15,3 seconds,3.0,36.033055600000004,-86.78277779999999,,tn
72791,milwaukee,One dark morning I saw a triangular shaped object with lights and it made no sound just before I pulled out of my driveway.,us,7/1/2002,9/10/1999 05:00,2 min.,120.0,43.038888899999996,-87.90638890000001,triangle,wi
72792,modesto,Three luminous disks trail a jetliner,us,6/18/2003,9/10/1999 12:35,15 seconds,15.0,37.639166700000004,-120.99583329999999,formation,ca
72793,fair oaks/sacramento,Saw a pearly white craft - cylinder in shape with a silver belly the whole length of craft.  Flying from west to east&#44 clear skys.  Jus,,9/12/1999,9/10/1999 13:35,30 seconds,30.0,38.644626,-121.272172,cylinder,ca
72794,gardendale,I was sitting at my computer&#44 sitting close to my window when out the window when all of a sudden I heard a huge black helicopter came,us,9/12/1999,9/10/1999 14:05,05 minutes (appr.),300.0,33.66,-86.81277779999999,other,al
72795,kansas city,I saw what I intially thought to be a helium baloon rise up in a gradual fashion and hover at about 3-5000ft&#44it appeared to change shap,us,9/12/1999,9/10/1999 19:43,7 min.,420.0,39.1141667,-94.6272222,teardrop,ks
72796,weiden (ne bavaria) (germany),2 bright light &quot;events&quot; happening about 10 min. apart.,de,9/12/1999,9/10/1999 21:10,5-6 seconds,6.0,51.066666999999995,11.366667,light,
72797,arlington,Sitting on couch watching TV and saw out my window a large &#39falling star&#39 entering from the west and falling earthward.,us,9/12/1999,9/10/1999 21:41,2 sec,2.0,38.8902778,-77.0844444,other,va
72798,bremerton,There was four of us setting on my back pouch. we saw this thing in the sky that shape like a triangle move all in prefect uniform.,us,11/2/1999,9/10/1999 22:00,min or so,60.0,47.5675,-122.63138889999999,triangle,wa
72799,cotton,I was sitting on my deck and the craft came over.  It was an inverted V shaped craft.  It took about 5 seconds to fly over. There was n,us,12/16/1999,9/10/1999 22:00,5 seconds,5.0,47.169444399999996,-92.4761111,triangle,mn
72800,atlanta,I AM A TRUCK DRIVER I WAS HEADED 1-20 WEST BOUND.WHEN I NOTICED 3 VERY BRIGHT LIGHTS THEY WOULD DIM AND BRIGHTEN IN ORDER THEY SEEMED T,us,10/2/1999,9/10/1999 22:29,8 min.,480.0,33.7488889,-84.3880556,light,ga
72801,houston,Four withe esferic objets over the skies of Houston,us,8/16/2002,9/10/1999 22:30,30 seconds,30.0,29.763055600000005,-95.3630556,sphere,tx
72802,toronto (canada),peter on fri. sept 10 at exactly 9:50pm while outside looking to the south i observed what appeared to be a formation of spot lights ru,ca,12/2/2000,9/10/1999 22:40,23:05,1385.0,43.666667,-79.416667,light,on
72803,pollock pines,My friend and I were sitting outside on the patio of Crystal View Station when I noticed a light approximately 3500 ft in the air slowl,us,10/2/1999,9/10/1999 23:00,20 minutes,1200.0,38.7613889,-120.58555559999999,light,ca
73037,uk/england,the sightings that are beeing reported today&#44 I and my workmates saw back in november 1980. we saw one main sphere and others coming to,,4/13/2010,9/11/1980 24:00,8 hours,28800.0,52.355518,-1.17432,,
73038,calypso,UFO of spherical red and yellow lights hovers over family leaving them with no memory of incident,us,5/11/2005,9/11/1986 22:00,1-2 minutes,120.0,35.153611100000006,-78.1055556,sphere,nc
73039,milan,black&#44three circular lights on bottom&#44cut corners&#44,us,8/30/1999,9/11/1993 21:11,ten minutes+,600.0,41.2975,-82.6055556,triangle,oh
73040,salt lake city,FAA controller&#44 5 airline employees witness 6 very bright objects streaking N to S in western sky.  No radar returns.&#33 Exclnt report&#33&#33,us,11/2/1999,9/11/1995 16:25,1 minute,60.0,40.7608333,-111.89027779999999,,ut
73041,pierce city,update 9/11/95 ufo Pierce City,us,11/26/2003,9/11/1995 16:30,few seconds,2.0,36.9458333,-94.0,cigar,mo
73042,pierce city,Cigar- shaped metallic object hovers over field- shines light&#44 disappears in daylight near Pierce City MO.,us,9/24/2003,9/11/1995 16:30,5 sec.,5.0,36.9458333,-94.0,cigar,mo
73043,whitefish,Man &amp; wife witness cluster of lights move along hor. to NE near Salish Mtn. Obj. suddenly &quot;fires&quot; 4 &quot; bolts of light&quot; at mtn. twice.,us,11/2/1999,9/11/1995 23:23,5 min.,300.0,48.41111110000001,-114.33666670000001,,mt
73044,new london,FAA controller repts. seeing extremely bright &quot;meteor&quot; streak almost straight down to southern horizon.  &quot;Prob. visible over L. Isl.&quot;,us,11/2/1999,9/11/1995 23:30,3 sec.,3.0,41.3555556,-72.1,,ct
73045,roswell,My sister and I were  driving south to Carlsbad and were about 5 to 10 miles outside of  Roswell&#44 NM.  All of a sudden a bright&#44 pulsat,us,9/26/1998,9/11/1998 00:00,5 seconds,5.0,33.3941667,-104.5225,diamond,nm
73046,lombise (belgium),object apeared to try to hover but seemed to have some mechanical problem.,,9/2/2005,9/11/1998 22:00,30 min,1800.0,50.599664000000004,3.939261,triangle,
73047,fargo,i was outside at work and saw in the east&#44 a very bright light. in an otherwise starless sky.stationary at first. but then extreemly sl,us,9/12/1999,9/11/1999 05:50,35 min.,2100.0,46.8772222,-96.78944440000001,light,nd
73048,pasadena,seen objects in sky thought it was a ballon at first then started making funny movements then disappeared then seen agian in differnt l,us,10/2/1999,9/11/1999 15:30,45 mins,2700.0,39.1072222,-76.5713889,diamond,md
73049,puyallup,Coming onto highway 518 I saw a light&#44 then noticed there were more&#44 very high up in the sky.  Made my husband pull over off the freewa,us,10/2/1999,9/11/1999 16:08,5 min,300.0,47.1855556,-122.29166670000001,light,wa
73050,brownwood (rural area surrounding),Saw an oval shaped saucer with dark hull covered in lights.,us,8/28/2002,9/11/1999 19:00,1 minute,60.0,31.7091667,-98.99083329999999,disk,tx
73051,midwest u. s. ((location deleted)),Daytime changing Balloon-like phenomena,,2/1/2007,9/11/1999 19:00,10 minutes,600.0,43.411359999999995,-106.280024,changing,
73052,casper,Saw 1 UFO far off making shapes&#44 another UFO snuck up on me from the same direction. Flew close to me and turned East. I ran,us,11/17/1999,9/11/1999 20:00,30 sec,30.0,42.8666667,-106.3125,triangle,wy
73053,spokane,I saw a bright floresnt green ball with a tail of greens and some yellow streak across the sky heading in a west.  It was flying horizo,us,10/2/1999,9/11/1999 20:00,3 seconds,3.0,47.658888899999994,-117.425,fireball,wa
73054,vernal,Pilots at local airport watched unidentified craft for several minutes.,us,10/2/1999,9/11/1999 20:10,5-6 minutes,360.0,40.455555600000004,-109.52805559999999,chevron,ut
73055,spokane (30mi nnw of),Large round bright green light moving quickly across the sky.,us,10/2/1999,9/11/1999 20:24,6-10sec,10.0,47.658888899999994,-117.425,light,wa
73056,spokane,Watched what looked like a shooting star&#44 kept getting bigger and faster.  Dropped for about 10 sec&#44 then came to a complete stop.  Hov,us,10/2/1999,9/11/1999 20:25,15 seconds,15.0,47.658888899999994,-117.425,changing,wa
73057,spokane,Like a Meteor but it was larger&#44 slower&#44 brighter and more colorful.,us,10/2/1999,9/11/1999 20:25,2 or 3 seconds,3.0,47.658888899999994,-117.425,other,wa
73058,clifton,Bright white craft moved slowly and low to the horizon&#44 heading approx. south-southeast.,us,10/2/1999,9/11/1999 20:45,15 minutes,900.0,40.8583333,-74.1641667,oval,nj
73059,new milford (bergen county),Going home SAt night-8:45-Saw glowing oval object in the sky through the trees.-5minutes- Near home- Stop in parking lot- it is gone Fr,us,10/2/1999,9/11/1999 20:45,5 minutes,300.0,40.935,-74.0194444,oval,nj
73060,paramus/teaneck,I was driving on rt.4/ rt. 17 interchange in Paramus&#44 NJ and we saw it hovering. We have a photo of it at this time. After going to a 1,,10/2/1999,9/11/1999 21:20,20-25minutes,1500.0,40.909478,-74.036988,circle,nj
73061,boise,unknown object&#44possible space junk&#44illuminated the sky from east to west -- intensely blue in color.,us,10/2/1999,9/11/1999 21:30,5 sec.,5.0,43.6136111,-116.2025,teardrop,id
73062,bradley beach,Star-like light that moved in different directions&#44 heading south&#44 south-east and dissappeared.,us,1/7/2000,9/11/1999 21:30,1 minute,60.0,40.2022222,-74.0125,light,nj
73063,kirkersville,A flying object with 3-5 lights inside a changing shape&#44 on a straight (west to east) trajectory.,us,10/2/1999,9/11/1999 21:57,2 minutes,120.0,39.959444399999995,-82.5958333,changing,oh
73064,charlotte,When looking in the sky&#44 I saw a light moving very high up in the sky&#44 It wasn&#39t blinking like an airplane and moving to slow to be met,us,10/2/1999,9/11/1999 21:58,1 minute,60.0,35.226944399999994,-80.8433333,light,nc
73065,cornelius,Thought we were seeing a satellite arcing approxiamatley E-W&#44 then object increased brightness&#44 apparent size&#44 then dimmed/brightened&#44,us,10/2/1999,9/11/1999 22:00,1 minute,60.0,45.52,-123.05861110000001,light,or
73066,grand rapids,90-degree turn by a meteor,us,10/2/1999,9/11/1999 22:00,10 seconds,10.0,42.963333299999995,-85.6680556,flash,mi
73067,acton,While driving westbound on I14 from Acton I saw green ball of light move across the sky from my upper left to my lower right view throu,us,10/2/1999,9/11/1999 22:16,3 seconds,3.0,34.47,-118.19583329999999,fireball,ca
73068,newark,WE WERE OUTSITE THE HOUSE ON A BIRTHDAY CELEBRATION&#44ONE OF THE GUESS CALL OUR ATTENTION ON SHINE FLYING OBJECT UP IN THE SKY;I NEVER HA,us,10/2/1999,9/11/1999 22:45,20.m,1200.0,40.735555600000005,-74.17277779999999,disk,nj
73069,nantahala national forest (center of),What we saw was a patch of illumination that was somewhat rectangular and vertical in orientation.  It was approximately 30 degrees abo,,10/2/1999,9/11/1999 22:50,aprox. 2hours,7200.0,35.21201,-83.421661,light,nc
73070,jordon (minneapolis),Satalite looking object&#44 changed direction&#44stopped,,10/19/1999,9/11/1999 23:00,5 min,300.0,44.671195000000004,-93.629429,light,mn
73071,kilmarnock&#44 aryshire (uk/scotland),It seemed to be observing my house. It started growing again then emitted a flash. I opened my eyes. The light was gone.,,4/8/2002,9/11/1999 23:05,5 minutes,300.0,55.614718999999994,-4.498792,light,
73072,kilmarnock&#44ayrshire (uk/scotland),It was a bright light that stood out in the sky as there were no other stars and it was too big to be a star.,,4/8/2002,9/11/1999 23:05,5 minutes,300.0,55.614718999999994,-4.498792,light,
73362,concordia,Ball of light in Concordia&#44 MO- 1980,us,7/4/2012,9/1/1980 17:00,3 seconds,3.0,38.9833333,-93.56833329999999,sphere,mo
73363,hansville,Spotted glowing disks off to east over Mukelto area.  They were pulsating. Suddenly flashed&#44 blinked&#44 rose straight up &amp; half of them f,us,4/26/2000,9/1/1980 20:15,20min,1200.0,47.9188889,-122.5530556,disk,wa
73364,jacksonveil,GUARD DUTY CAMP LAJUNE HUGE WHITE SPHERE OVER WOODS THEN GREEN &amp;BLUE STAYED TILL DAWN DISAPERED ASIT GOT LIGHT BUT THEY WERE STILL THER,,5/13/2012,9/1/1981 00:00,6hrs,21600.0,34.754052,-77.43024100000001,sphere,nc
73365,diamond,UFO sighting/Time Travel?/Visitors?,us,5/11/2005,9/1/1981 16:50,3 minutes,180.0,36.8366,-94.3761,light,mo
73366,fairburn,UFO sighting in Fairburn&#44 GA around the fall of the year.,us,8/16/2002,9/1/1981 19:00,few minutes,120.0,33.5669444,-84.58111109999999,disk,ga
73367,port jervis,While walking on route 209 south&#44 2 miles north of Port Jervis&#44 ny&#44 I noticed a dull red light far in the distance.  At first sighting&#44,us,3/23/2004,9/1/1981 20:00,20 minutes,1200.0,41.375,-74.6930556,triangle,ny
73368,crestwood,Red lights going toward a larger&#44 stationery &#44white light and then disappearing. I counted about  17 or so in 1982.,us,4/27/2004,9/1/1982 21:00,2-3 minutes,180.0,38.3241667,-85.4725,light,ky
73369,north las vegas,as i was leaving work driving on craig rd i saw 4 very bright lights in the sky just to the right of the front of my car. i pulled over,us,2/16/1999,9/1/1983 19:30,1 minute,60.0,36.1988889,-115.11666670000001,diamond,nv
73370,allentown,It was about 150 ft above me &#44 made no sound&#44 emitted no wind&#44 floated till it came to Dorney Park&#44after about 5 minutes it dropped and,us,10/30/2006,9/1/1983 20:00,35 minutes,2100.0,40.6083333,-75.4905556,disk,pa
73371,rosedale&#44 queensland  (australia),lights in Milky Way&#44 changed directions&#44 very low very bright&#44 no night noises&#44 only a hum very bright light ran away...,,7/5/1999,9/1/1983 21:00,10 minutes,600.0,-24.628035,151.91414,light,
73372,boulder,I observed a large triangular shaped object in 1983 in the same area and with identical characteristics described in a 2005 report.,us,3/31/2008,9/1/1983 21:30,10 seconds,10.0,40.015,-105.27,triangle,co
73373,baltimore,An extremely large black rectangle or triangle ufo floating at tree top level outside our house.,us,3/18/2014,9/1/1984 19:00,15 minutes,900.0,39.2902778,-76.6125,triangle,md
73374,pacific beach,Mystery craft scares Pacific Beach residents,us,4/22/2003,9/1/1984 19:00,30 mins,1800.0,32.7977778,-117.23944440000001,oval,ca
73375,medanales,tHIS IS ALL I SAW.. LOOKING WEST FROM WINDOW AT NIGHT &#44 I SAW A RED BRILLIANT LIGHT ON LAND ABOUT 11/2 ACRE AWAY. AS I STARED AT THE LI,us,11/28/2007,9/1/1984 21:00,1min,60.0,36.1755556,-106.1827778,light,nm
73376,river rouge,ufo scans goodyear blimp in 1984 over River Rouge Michigan,us,6/12/2002,9/1/1984 22:00,10 seconds,10.0,42.2733333,-83.1344444,sphere,mi
73377,manor (in or just outside of),my friend and I drove out to the country&#44 near his father&#39s property&#44 which is located in or just outside of Manor&#44 Texas.   we just w,us,7/13/2005,9/1/1984 23:00,half hour,10.0,30.340555600000005,-97.55666670000001,unknown,tx
73378,rockland/westchester counties,UFO hovering for hours over Indian Point Nuclear Reactor -- reported live on local radio (WRKL) with reporter and sheriff&#39s deputies in,,1/28/1999,9/1/1985 09:00,hours,10.0,41.122019,-73.794852,disk,ny
73379,pendleton,rectangle falling turning and flipping end over end,us,9/2/2005,9/1/1985 13:30,3 minutes,180.0,45.6722222,-118.7875,rectangle,or
73380,waterbury,Waterbury&#44 CT 1985. Large UFO Hovers over Holy Land off RT 84 and downtown area for minutes Seen by many.,us,10/31/2008,9/1/1985 19:00,5 minutes,300.0,41.5580556,-73.0519444,oval,ct
73381,maysville,Triangle shaped ship over Georgia in the 1980&#39s.,us,6/12/2007,9/1/1986 00:00,about 5 minutes,300.0,34.2527778,-83.5616667,triangle,ga
73382,oak harbor,Possible military test craft in Oak Harbor&#44 Washington.,us,10/8/2007,9/1/1986 15:00,15 seconds,15.0,48.2933333,-122.64194440000001,other,wa
73383,santiago,Circle in the sky&#44 Santiago Chile&#44 19-20 hrs. 2 -3 days before Atlantis was Launched&#44 86&#39&#4487&#39 not sure.,,8/7/2007,9/1/1986 19:00,30 seconds,30.0,-33.469120000000004,-70.641997,light,
73384,virginia beach,Two creatures or aliens in Bay Colony&#44 no UFO.,us,8/21/2011,9/1/1986 20:00,5 min,300.0,36.8527778,-75.9783333,unknown,va
73385,panorama city,Purple glowing spiral shaped object that hovered and slowly rotated silently.,us,7/16/2006,9/1/1987 00:00,1 minute,60.0,34.2247222,-118.4488889,other,ca
73386,hewlett,LILCO Lot Sighting,us,8/5/2012,9/1/1987 20:00,less than 1 minute,60.0,40.643055600000004,-73.6961111,disk,ny
73387,carlsberg,The craft &#44shapped like a saucer with spinning lights&#44hid behind a barn when I turned to follow it,,8/16/2002,9/1/1988 05:30,1min,60.0,47.751073999999996,-120.74013899999999,disk,wa
73388,roswell (west side),examples page will not come up,us,6/12/2002,9/1/1988 17:30,matter of seconds,2.0,33.3941667,-104.5225,disk,nm
73389,yukon,bright light off I-40 and Mustang Rd in Yukon&#44 OK,us,4/27/2007,9/1/1988 20:00,10 minutes,600.0,35.506666700000004,-97.76222220000001,light,ok
73390,cluj (romania),Spherical&#44 red lightning&#44 no sound&#44 small hazardous movings but still &quot;under control&quot;. With a &quot;shy&quot; companion.,,10/30/2006,9/1/1988 23:30,3 min,180.0,46.766667,23.583333,sphere,
73391,roswell,Shape of object: Upside down stainless steal circular bowl Size of bowl: 12 - 15 inches in diameter Lasars: 3 inch diameter lasar beam,us,10/30/2006,9/1/1989 00:00,3 - 4 minutes,240.0,34.023055600000006,-84.3616667,,ga
73392,franklin,A perfect sphere&#44 almost transparent &#44 very transluscent &#44 soundlessly floating above me,us,10/31/2003,9/1/1989 14:00,15secs,15.0,35.1822222,-83.3816667,sphere,nc
73393,hiddenite,A VERY LARGE SAUCER SHAPED OBJECT (ABOUT THE SIZE OF TWO FOOTBALL FIELDS)  (SILVER IN COLOR) WITH FLASHING COLORED LIGHTS (GREEN&#44 RED &amp;,us,4/2/1999,9/1/1989 18:00,8-10 secons,10.0,35.903611100000006,-81.0908333,disk,nc
73394,dover,AS I WAS SITTING IN MY CAR WAITING FOR MY COWORKERS TO ARRIVE AT OUR CONSTRUCTION SITE&#44 I NOTICED A LIGHT IN THE DISTANCE THAT SEEM TO,us,5/24/1999,9/1/1990 06:30,15 minutes,900.0,39.158055600000004,-75.52472220000001,circle,de
73395,marion,I stood directly under a gigantic spacecraft no more than a couple hundred feet above my neighborhood.,us,6/12/2007,9/1/1990 21:00,2 minutes,120.0,36.8347222,-81.515,triangle,va
73396,roscoe,At the time I was about thirteen years old&#44 but I remember it well. We lived near  big apple orchard  and had just finished picking a b,us,8/28/2003,9/1/1990 21:00,10minutes,600.0,42.4133333,-89.00916670000001,triangle,il
73397,san antonio,7 points of light in the sky&#44 far away&#44 circling each other&#44 then fading away.,us,9/2/2005,9/1/1990 22:30,less than a minute,60.0,29.423888899999998,-98.4933333,other,tx
73398,abilene,Swaying round light at rooftop height between 2 houses and right above--a huge triangular black object--no sound. 500 Lights On Obj,us,6/12/2008,9/1/1991 01:00,10 minutes,600.0,32.4486111,-99.7327778,triangle,tx
73399,kelowna (canada),My husband and I were on a holiday in Kelowna B.C staying on the top floor (5th) at The Queen Anne Hotel in the old section of town. We,ca,6/12/2008,9/1/1991 11:00,approx 1 hour,3600.0,49.9,-119.483333,unknown,bc
73400,prescott,Un like other incounters I have read about&#44  The ship I saw was landed,us,12/3/2004,9/1/1991 13:00,2hrs,7200.0,33.8025,-93.38083329999999,sphere,ar
73401,tulsa,It was the size of a football field.,us,8/24/2004,9/1/1991 15:00,15 minutes,900.0,36.1538889,-95.9925,rectangle,ok
73402,st. louis,Sitting in the backyard reading when I noticed a dark shape against the clouds...again&#33&#33,us,12/2/2000,9/1/1991 16:00,1min approx,60.0,38.6272222,-90.1977778,rectangle,mo
73403,yakima indian reservation,A square shape of 16 colored lights observed for 90 minutes through forest trees on Sept 1&#44 1991.,,4/16/2005,9/1/1991 17:00,90 minutes,5400.0,46.218826,-120.751419,other,wa
73404,st. louis,Witnessed a black rectangle go over our house...,us,12/2/2000,9/1/1991 17:30,3 minutes appox.,180.0,38.6272222,-90.1977778,rectangle,mo
73405,yakama indian reservation,large&#44 lighted rectangular stationary object was observed for 1 &amp;1/2 hrs&#44 as it sank out  of sight.,,10/31/2008,9/1/1991 17:30,one and 1/2 hr.,180.0,46.218826,-120.751419,rectangle,wa
73406,boston (above),The object was absolutely solid as I observed it&#44 but appeared to fly thru the windows.,us,12/14/2004,9/1/1991 19:00,20 to 30 secnds,30.0,42.3583333,-71.0602778,circle,ma
73407,holloman afb,We were out side talking.  I noticed a star that was orange. Then it began to move at speeds and G&#39s thats humans can&#39t handle.,,2/27/2000,9/1/1991 20:30,3 minutes,180.0,32.8525,-106.106389,oval,nm
73408,grants pass,Light appeared over mountain,us,4/2/1999,9/1/1991 22:00,8 hrs,28800.0,42.4391667,-123.32722220000001,light,or
73409,port elizabeth,The Dorchester WaWa UFO,us,1/19/2005,9/1/1992 20:00,15min,900.0,39.3133333,-74.98138890000001,rectangle,nj
73410,streamwood,triangle pulsating ufo shot from many miles away stopped instantly&#44spinning and moving slowly over houses,us,2/24/2007,9/1/1992 21:00,20-30 seconds,30.0,42.025555600000004,-88.17833329999999,triangle,il
73411,noblesville,black triangle over &quot;Tesla&quot; concert  in Noblesville&#44IN 1992,us,4/27/2004,9/1/1992 22:00,3-5minutes,300.0,40.04555560000001,-86.0086111,triangle,in
73412,yukon territory (canada),Yukon Territory bright sphere bounced along skyline for 24 minutes - sped off.,,10/31/2008,9/1/1993 03:00,24 minutes,1440.0,64.282327,-135.0,circle,yt
73413,lackawanna (suburb of buffalo),3 Triangular craft&#44 each identical to each other with a different colored light in each corner&#44 circling over Lake Erie&#44 followed by a,us,8/10/1999,9/1/1993 21:00,20-30 minutes,1800.0,42.8255556,-78.8236111,triangle,ny
73414,bethel (albany township),A bright star made right-angle turns without deceleration and sped down over the horizon.,us,9/29/2004,9/1/1993 22:00,2 minutes,120.0,44.404166700000005,-70.7911111,light,me
73415,pottsville,A bright orange sphere hovering over interstate 40 turned white then vanished.,us,12/16/2005,9/1/1994 01:30,5 min,300.0,35.2480556,-93.04888890000001,sphere,ar
73416,new york city,5 LIGHT THAT LOOKED LIKE STARS MOVING UP AND DOWN ON LIGHT AT A TIME,us,5/2/2011,9/1/1994 02:00,3 hours,10800.0,40.7141667,-74.0063889,light,ny
73417,grants pass,Thought of as a Dream for 20 Years&#44 Recent Information Convinced me that Iv been Abducted by Aliens.,us,7/3/2013,9/1/1994 11:00,12 hours,43200.0,42.4391667,-123.32722220000001,changing,or
73418,tucumcari (on i-40 westbound),WAS TRAVELING WEST BOUND I-40 WEST OF TUCUMCARI NM AND OBSERVED A TRINGULAR OBJECT MOVING AT MY SPEED CLOSER TO ME THAN THE BACK DROP T,us,10/2/1999,9/1/1994 16:00,3 to 4 minutes,240.0,35.1716667,-103.7244444,triangle,nm
73419,san francisco,glowing ball just under the surf about 2 1/2 feet off the beach south of san francisco/ocean beach approx 9/94,us,10/30/2006,9/1/1994 18:00,10-15 minutes,900.0,37.775,-122.41833329999999,sphere,ca
73420,ocean shores,Black triangular craft vibrates me out of sleep&#44 blocks out sky. Verified next day by independant witness.,us,8/30/1999,9/1/1995 02:00,5 minutes,300.0,46.9738889,-124.155,triangle,wa
