,city,comments,country,date posted,datetime,duration (hours/min),duration (seconds),latitude,longitude,shape,state
52602,auburn,Early nighttime sighting of huge oval object for 1 minute.,us,2/14/2006,6/30/1952 18:30,1 minute,60,47.3075,-122.2272222,oval,wa
52603,miami,No one is able to believe,us,8/7/2011,6/30/1952 21:00,1 to 5 hours,18000,25.7738889,-80.1938889,disk,fl
52604,cleveland,The object came from the north from Canada meteor shaped fire ball with crackling sounds and a little tail and sparks glowing red and o,us,2/14/2010,6/30/1953 00:00,35sec,35,41.4994444,-81.69555559999999,fireball,oh
52605,kelso (cowlitz co. hills),Three UFO&#39s witnessed by local people in the northwest U.S. in the early 1950s still unexplained.,us,8/7/2007,6/30/1953 15:00,5 min.,300,46.1469444,-122.9072222,oval,wa
52606,hawthorne,Stationary light for several minutes (far away)&#44 takiing off suddenly at great speed.,us,10/30/2006,6/30/1954 12:00,several minutes,120,33.9163889,-118.35166670000001,light,ca
52607,pasadena,An incandescent white circular object passed over Pasadena&#44 CA and ejected a smaller version of itself.,us,4/14/2009,6/30/1954 15:00,5 minutes,300,34.1477778,-118.1436111,circle,ca
52608,uk/england,B-17 Pilot Report:  Fiery orb tracks USAF bomber on night mission; returns 30 minutes later&#44 dumbfounding pilots.,,2/7/2014,6/30/1954 23:00,several minutes,120,52.355518,-1.17432,fireball,
52609,methuen,A small light in the distance changes direction and appears to come closer.,us,12/12/2011,6/30/1954 24:00,15 minutes,900,42.7261111,-71.1913889,,ma
52610,quartz hill,childhood ufo,us,7/5/2008,6/30/1955 00:00,seconds,2,34.6452778,-118.21722220000001,disk,ca
52611,lubbock,Cigar shaped cloud and left very fast.,us,11/28/2007,6/30/1955 13:00,2 minutes,120,33.5777778,-101.85472220000001,cigar,tx
52612,dumas,1955 - Air Force jets pursue lights over small Texas community.,us,4/16/2005,6/30/1955 21:00,10 minutes,600,35.8655556,-101.97277779999999,light,tx
52613,morehead city,Mid 1950&#39s Saucer in North Carolina&#44 Multiple Witnesses.,us,4/11/2014,6/30/1955 21:00,5 minutes,300,34.7227778,-76.7263889,disk,nc
52614,willow grove,Willow Grove Naval Air Station&#44 PA.,us,4/16/2005,6/30/1956 01:00,2 hrs.,7200,40.1438889,-75.1161111,light,pa
52615,cape girardeau,Angular UFO sighted as a child,us,12/12/2011,6/30/1956 13:00,5 minutew,300,37.3058333,-89.5180556,diamond,mo
52616,new brunswick,Four Saucers&#44 over the City of New Brunswick&#44 NJ&#44 in the summer of 1956,us,4/17/2008,6/30/1956 16:00,approx. 10 minutes,600,40.4861111,-74.45222220000001,disk,nj
52617,houston,,us,2/21/2014,6/30/1956 18:30,10-15 minutes,900,29.7630556,-95.3630556,triangle,tx
52618,birmingham,Grey alien drills into my back when I was a child in the 1950&#39s,us,7/3/2013,6/30/1957 03:30,5 minutes,300,42.5466667,-83.2113889,unknown,mi
52619,new york city,glowing lights lead the way,us,2/14/2006,6/30/1957 12:00,i0min,600,40.7141667,-74.0063889,teardrop,ny
52620,burlington,Slow travel when observed&#44 followed by an abrupt direction change with unbelievable acceleration.,us,6/2/2013,6/30/1957 13:00,90 seconds,90,40.8075,-91.11277779999999,circle,ia
52621,russellville,Huge orange ball floating over Russellville&#44 Arkansas&#44 in late 50s.,us,4/12/2013,6/30/1957 18:00,10 minutes,600,35.2783333,-93.1336111,sphere,ar
52622,barker,1957  Four miles south of Barker NY&#44 6 kids&#44 1 adult saw saucer at dusk&#44 2 kids saw it again in daylight next day,us,5/15/2013,6/30/1957 20:00,3 minutes,180,43.33,-78.555,disk,ny
52623,albany,What looked like a moving star and a stationary star seemed to collide&#44 whereupon the stationary star also began to move.,us,8/30/2013,6/30/1957 21:00,around 1 minute&#44 estimate,60,37.8869444,-122.29666670000002,circle,ca
52624,dallas,vee shaped lights 7 to 11 over dallas texas in 1957  with no sound.,us,2/14/2008,6/30/1957 24:00,5 minutes,300,32.7833333,-96.8,other,tx
52625,silverdale,Cylindrical craft hovered above the house with blinking lights of multiple colors for a long duration of time.,us,1/31/2011,6/30/1958 12:00,8-9 hours,32400,47.6447222,-122.6936111,cylinder,wa
52626,conyers,Sighting of a UFO ca. 1958.,us,5/2/2011,6/30/1958 13:00,5 min.,300,33.6675,-84.01777779999999,teardrop,ga
52627,camden (penobscot bay),Mother and pre-teen son witness a silver disc crash into Penobscot Bay.,us,7/16/2006,6/30/1958 16:00,seconds?,2,44.2097222,-69.06527779999999,disk,me
52628,durham,1950&#39s  Durham&#44 KS  evening  after dark 2 bright lights going across southern sky for several seconds,us,4/18/2012,6/30/1958 21:30,several seconds,2,38.4861111,-97.2277778,light,ks
52629,thibodaux,Historical Sighting  I have related this many times&#44 but never committed it to writing until now. I was motivated to write this by the,us,1/21/2008,6/30/1958 23:00,90 seconds,90,29.7955556,-90.8227778,fireball,la
52630,north atlanticocean,unidentified radar contact over Atlantic Ocean,,11/21/2010,6/30/1959 02:30,30 min,1800,35.746512,-39.462891,unknown,
52631,campbellsport,I was a radar operator at Fallon NAS&#44 we were a parasite unit of the air force. We got a call from the Navy control tower to check out,us,6/12/2008,6/30/1959 14:00,20 min,1200,43.5977778,-88.27888890000001,circle,wi
52632,new york city (bronx),My husband and I didn&#39t believe in UFO&#39s until we actually saw one&#33,us,7/19/2010,6/30/1959 20:00,approx. 1/2 hr.,1200,40.7141667,-74.0063889,oval,ny
52633,phoenix,1959 Saucer shaped object sighting Phoenix Arizona,us,6/23/2010,6/30/1959 21:00,<1 minute,60,33.4483333,-112.07333329999999,disk,az
53270,jasper,MIDDAY OVAL SHAPE&#44 ANITQUE COLOR OBJECT SITTING HALF WAY BETWEEN TALL PINE TREES AND THE GROUND.,us,6/20/2005,6/3/1951 13:00,5 minutes,300,35.2013889,-77.2069444,oval,nc
53573,elmore,Me and my cousins where playing near morter creek&#44 near elmore &#44out in woods.A disk shaped sphere came out of sky and  it was hover,us,10/7/2003,6/5/1956 24:00,1 hour,3600,32.5386111,-86.315,sphere,al
53574,arvada,small round one over Rocky Flats at high altitude in 1959,us,8/5/2009,6/5/1959 13:00,60 minutes,3600,39.8027778,-105.08694440000001,circle,co
53765,france,I was part of the 8th Air force during world war two. We where on a bombing mission in the early hours of the Normandy landings our tar,,12/12/2009,6/6/1944 01:00,15-20 min,1200,46.227638,2.213749,cigar,
53766,mount pinos (beyond ski area parking),2 ufos seen over mt pinos&#44  people in sleeping bags gone in morning&#44 airline pilots on ground see objects also,,10/8/2007,6/6/1951 02:00,2 hours,7200,34.811645,-119.14733000000001,disk,ca
53767,evergreen,Childhood abduction and mental and visual encounters through out life.,us,6/4/2004,6/6/1952 13:00,5hrs,18000,39.6333333,-105.31666670000001,disk,co
53768,pensacola,orange fireball .,us,12/12/2009,6/6/1955 01:00,5minutes,300,30.4211111,-87.2169444,light,fl
53769,upper glade,Close up sighting in rural West Virginia around 1956/7,,12/12/2011,6/6/1956 12:00,5 minutes,300,38.334859,-80.776528,egg,wv
53770,akron,Akron Ohio&#44 1956&#44 Bright object similar to flying wing. 10 pm. See full description.,us,6/9/2009,6/6/1956 22:00,30 seconds + -,30,41.0813889,-81.5191667,other,oh
53771,hicksville (long island),My friend and I saw 7 perfectly circular objects fly over us. We were laying in his back yard looking up to see any shooting stars.,us,4/16/2005,6/6/1957 22:00,15 sec,15,40.7683333,-73.5255556,circle,ny
53772,cincinnati,odd shaped diamond saucer&#44light could pass threw it&#44about thirty feet long&#4415 feet high&#44three feet from touching the ground&#44glass looki,us,7/16/2006,6/6/1958 09:30,24 hours lost,86400,39.1619444,-84.4569444,diamond,oh
53773,sydney (nsw&#44 australia),In the winter months of 1958 on a clear winter night while looking at the southern cross&#44 a star formation I now know is called the Cru,au,5/13/2003,6/6/1958 18:45,45 min,2700,-33.861481,151.205475,,
54019,winston-salem,I always thought this sighting should be on an official list&#44 now&#44 60 yrs. later&#44 it is.,us,9/2/2005,6/7/1945 07:00,seconds,2,36.0997222,-80.2444444,disk,nc
54020,kensington,Reflective oval seen hovering over Washington D.C.,us,11/28/2007,6/7/1950 20:00,10 minutes,600,39.0255556,-77.0766667,oval,md
54213,france (over&#44 somewhere),light next to my b-17,,11/26/2003,6/8/1943 14:00,5 min.,300,46.227638,2.213749,light,
54214,kansas city,The ufo came from the East&#44 as I was looking North. It hovered briefly above the house across the street from me; that house was on a s,us,12/16/2005,6/8/1950 10:00,15minutes,900,39.0997222,-94.5783333,disk,mo
54587,portsmouth,1945  RED  FLICKERING  V FORMATION  CRAFTS  MOVING  EXTREEML  FAST .,us,11/26/2003,7/10/1945 01:30,3 min,180,36.8352778,-76.29861109999999,formation,va
54588,east palestine (outside of),Lights observed moving in and out of a thunderstorm,us,4/28/2001,7/10/1950 20:30,approx 5 min,300,40.8338889,-80.5405556,light,oh
54589,provo,Observed a gray&#44 saucer shaped object for 30 minutes&#44 clear blue sky&#44 no clouds&#44 hover&#44 move slowly&#44 and accelerate out of sight.,us,6/13/2002,7/10/1951 23:30,30 minutes,1800,40.2338889,-111.65777779999999,disk,ut
54590,phillipsburg,cigar shaped&#44 after nightfall&#44 Phillipsburg NJ&#44 witnesses,us,4/16/2005,7/10/1957 20:00,7 minutes,420,40.6936111,-75.1905556,cigar,nj
54591,baltimore,ON THE ABOVE DATE&#44MYSELF AND THREE OTHER BOYS HAD ENTERED THE BACK GATE OF THE CARLINS DRIVE INN THEATER TO SEE A MOVIE.  WE HAD BEEN T,us,9/6/2002,7/10/1957 22:00,1 minute,60,39.2902778,-76.6125,other,md
54592,cheektowaga,White teardrop shaped object observed during the daytime,us,3/21/2003,7/10/1958 09:00,10 -20 secs,20,42.9033333,-78.755,teardrop,ny
54890,roswell,Information,us,6/18/2004,7/11/1947 24:00,one hour,2400,33.3941667,-104.5225,,nm
55105,south kingstown,This event was related to me tonight&#44 29 December 2008&#44 by a carpenter who is working at my house here in South Kingstown&#44 RI.  After d,,1/10/2009,7/1/1944 20:00,4 minutes,240,41.447569,-71.52466700000001,sphere,ri
55106,south portland,motionless&#44 dark oblong&#44 noon sky over ocean&#44 felt Energy-Pull of Observing craft; when spotted&#44accelerated straight upwards fast,us,6/12/2008,7/1/1946 13:30,10 seconds +/-,10,43.6413889,-70.2413889,oval,me
55107,cashmere,THE SIGHTING.&#9;It was a clear&#44 summer&#8217;s evening in 1947 (or 1948 &#8211; I can&#8217;t be sure of the exact year).  The sun had just set over th,us,4/16/2005,7/1/1947 20:00,2 minutes,120,47.5225,-120.4686111,formation,wa
55108,maywood,1947 UFO sighting Date: ? sometime in early summer Time: after dark (between 7 - 9 pm) Place: Maywood IL not far from O&#8217;hare Airbase (n,us,4/16/2005,7/1/1947 20:00,2  minutes,120,33.9866667,-118.18444440000002,disk,ca
55109,wexford,I have told this to people over many years. While on school vacation at my uncles junk yard one evening I noticed on the horizon at dus,us,9/13/2002,7/1/1947 20:00,10 seconds,10,40.6263889,-80.0561111,unknown,pa
55110,fairbanks,Enormous metallic disc in Alaska sky&#44 1949.,us,12/23/2013,7/1/1949 11:00,2 minutes,120,64.8377778,-147.7163889,disk,ak
55111,marion,GEORGIA UFO GROUP Report/Tom Sheets:  Witness Debriefing-Alabama Orbs&#44 1949,us,8/24/2004,7/1/1949 16:00,under 1 minute,60,32.6322222,-87.3191667,formation,al
55112,otis orchards,Cigar shaped Disc darting back and forth (East/West)&#44 Western shores of Liberty Lake&#44 WA &amp; West&#44 @ &amp;lt; 45 degre angle to So. Horizon,us,12/23/2013,7/1/1951 03:00,~2 minutes,120,47.7005556,-117.1052778,disk,wa
55113,atlanta,As I stepped from my car I spied a really wierd trail forming in the sky over the East side of downtown Atlanta.  Being a photograher&#44,us,12/2/2000,7/1/1951 14:00,minutes,120,33.7488889,-84.3880556,,ga
55114,sebeka,Silver donut shape object sighted over rural Minnesota.,us,12/12/2011,7/1/1952 15:00,30 min,1800,46.63,-95.0886111,other,mn
55115,detroit,object sits stationary for 5 minutes and then accelerates out of sight in 5 seconds.,us,10/31/2003,7/1/1952 22:00,5 minutes,300,42.3313889,-83.0458333,sphere,mi
55116,colorado springs (mtsn nw of),Absolutely huge UFO hovered 40 feet above house in total silence before instantly disappearing without a trace.,us,7/25/2004,7/1/1953 05:30,10 seconds,10,38.8338889,-104.8208333,disk,co
55117,los angeles,In 1954&#44 I saw a red glowing disc traveling thousands of mph straight over the Los Angeles night sky.,us,2/4/2013,7/1/1954 22:00,15 seconds,15,34.0522222,-118.2427778,circle,ca
55118,carnation (on tolt river&#44 cascade mts.),1955 daytime sighting of a saucer craft by a family of four while on a picnic on a Sunday in the Cascade Mts. of Washington.  The famil,us,4/15/2000,7/1/1955 14:00,5-8 minutes,480,47.6480556,-121.91277779999999,disk,wa
55119,dierks,Cigar-shaped craft&#44 8 feet long with flashing liglhts&#44 hovering above ground,us,4/16/2005,7/1/1955 22:00,10 seconds,10,34.1191667,-94.01638890000001,cigar,ar
55120,beatrice (14 mi sw of),Large pale silver dome seen over a hill and also near the house of SE Nebraska farm.,us,7/13/2005,7/1/1956 16:00,2 minutes,120,40.2680556,-96.7466667,other,ne
55121,mullens/pineville,USAF JETS BELIEVED TO HAVE SHOT AT OR DESTROYED UFO&#39S OVER THE SKYS OF WEST VIRGINIA IN THE LATER 1950&#39S.,,1/11/2002,7/1/1957 13:00,3 minutes,180,37.58218,-81.381465,oval,wv
55122,talcott,A sphere that looked like a white light came across the horizon from West to East&#44 an Air Force Jet followed about 3-4 sec later.,us,7/5/2008,7/1/1957 13:00,10 - 15 sec.,15,37.6513889,-80.7544444,sphere,wv
55123,del rio,Owners New Car Has Paint Purned Off By UFO.,us,12/23/2002,7/1/1957 20:00,half hour,15,29.3625,-100.8963889,cigar,tx
55124,muncie,A star sized object circled the sky and then shot straight out of sight at very great speed.,us,4/27/2004,7/1/1958 21:00,5 minutes,300,40.1933333,-85.38638890000001,unknown,in
55125,strathmore,the gathering of static electricity from atmosphere by ufo alien or USA craft  possible unmaned,us,2/1/2007,7/1/1959 01:00,4 minutes,240,36.1455556,-119.05972220000001,disk,ca
55126,castle rock,Large&#44 cigar-shaped aircraft with evenly spaced windows drifted silently over the tree tops at night.,us,4/27/2007,7/1/1959 20:00,30 seconds,30,46.2752778,-122.9063889,cigar,wa
55648,morroco (4 miles south of),I WAS 12&#44 RIDING WITH AN UNCLE AUNT AND GRANDMOTHER ON US 41 MY UNCLE EXITEDLEY STATED PLANE WAS CRASHING TO THE GROUND.A FLAMING OBJEC,,3/21/2003,7/12/1954 17:30,10-15min,900,40.946146,-87.453363,changing,in
55649,wichita,Small&#44 Silent&#44 Metalic&#44 And Very &#44 Very  Fast &#33,us,7/16/2003,7/12/1956 19:00,9o sec.,90,37.6922222,-97.33722220000001,unknown,ks
55650,edmondton (canada),Object approached Edmondton&#44 Alberta Airports main hanger and flew over it low&#44 slowly and silently.,,12/7/2006,7/12/1956 21:10,20 minutes,1200,53.544389,-113.490927,circle,ab
55898,arlington,1952 green disc-shaped object circling over Washington&#44 DC area,us,1/17/2004,7/13/1952 21:00,20 min,1200,38.8902778,-77.0844444,oval,va
55899,washington&#44 d.c.,Four of us saw a ball of light come out of the sky&#44 circle a plane then shoot off out of sight.,,3/11/2006,7/13/1953 21:00,3-5 min.,300,38.907231,-77.036464,light,dc
55900,chesapeake,A silent&#44spinning daylight disc.,us,7/4/2012,7/13/1957 09:00,10 minutes,600,38.4277778,-82.4572222,disk,oh
56181,syracuse,WHILE LOOKING OUT THE SECOND STORY WINDOW OF HIAWATHA COTTAGE AT ELMCREST CHILDREN&#39S CENTER I SAW A BIG (200 FT.?) CIGAR SHAPED CRAFT O,us,1/28/1999,7/14/1947 10:30,15 minutes,900,43.0480556,-76.1477778,cigar,ny
56182,richmond,THIS  SIGHTING TOOK PLACE WHEN I WAS A CHILD. I WAS 9 1/2 yrs. old. IT was the summer vaccation for the school children .WE had been ou,us,3/19/2002,7/14/1947 11:00,30 min.,1800,37.9358333,-122.34666670000001,circle,ca
56183,sacramento,Circular object&#44 slow moving&#44 disappeared&#44 silvery contrail appeared as if the object wanted to be seen,us,11/21/2010,7/14/1956 19:30,7 minutes,420,38.5816667,-121.49333329999999,disk,ca
56436,oneida,Two children walking along highway saw unfamiliar object in sky.,us,8/5/2001,7/15/1942 01:00,two minutes,120,36.4980556,-84.5127778,rectangle,tn
56437,north tampa,A black cylindrical object appears over P-38s dog fighting,,8/5/2001,7/15/1944 13:00,3 or 4 minutes,240,28.043514,-82.44684000000001,cylinder,fl
56438,dallas,A round ball of fire .  Not a wisp of cloud. My mother and I were sitting on our back steps in the shade&#44 very hot.  This ball moved al,us,10/12/2001,7/15/1945 14:00,2 hours ?,7200,32.7833333,-96.8,sphere,tx
56439,las vegas (east of),On July 15&#44 1947 I witnessed a large saucer-shaped disk outside Las Vegas&#44 Nevada.,us,12/2/2000,7/15/1947 10:00,5 minutes,300,36.175,-115.1363889,disk,nv
56440,keeneyville,A burning particle from space experienced coincident with an unusual over flight at high altitude,us,1/21/2008,7/15/1947 12:00,five minutes,300,41.9675,-88.1202778,formation,il
56441,clintwood,In July 1947 my Dad and I were working in our corn field in Clintwood Virginia (Dickerson County). Around 3PM we looked up up see a cyl,us,3/10/2011,7/15/1947 15:00,10 seconds,10,37.15,-82.45611109999999,cylinder,va
56442,hazelton (northeast of),The Object was Huge&#44Saucer-shaped&#44beautiful silver&#44no sound&#44no exhaust-No lights as it was early afternoon.,us,8/5/2001,7/15/1947 15:00,10 min.,600,42.5963889,-114.1352778,disk,id
56443,minneapolis,July 1947 around 5 pm I saw a gray disc-like object in the sky which newscaster Cedric Adams mentioned later,us,4/16/2005,7/15/1947 17:00,19 minutes,1140,44.98,-93.26361109999999,disk,mn
56444,morehouse,Looked like airplanes without windows&#44  wings&#44 or tails.,us,5/15/2006,7/15/1947 21:00,hours,1140,36.8472222,-89.6852778,cylinder,mo
56445,san jose,The object seen that summer evening  was cheveron shaped&#44 with a blue glow  visable around the edges&#44 moving silently &amp; slowly. N-S.,us,4/27/2004,7/15/1947 21:00,2-4min ?,240,37.3394444,-121.8938889,chevron,ca
56446,ojai,UFO sighting in Ojai&#44 CA in 1948,us,1/21/2008,7/15/1948 22:00,15 minutes,900,34.4480556,-119.24194440000001,light,ca
56447,booneville,Returning home from a movie&#44 we witnessed a large craft about 75 yards behind our house&#44 hovering silently approx. 100 ft. high...,us,7/5/1999,7/15/1949 20:30,hours,900,34.6580556,-88.5666667,unknown,ms
56448,newark,As a student of astronomy&#44 this writer witnessed ufo&#39s performing astounding aerial maneuvers. Silent propulsion. Technical performance,us,5/24/1999,7/15/1950 21:30,5 min,300,40.7355556,-74.17277779999999,sphere,nj
56449,los padres national forest,Is&#39nt it fun how the Gov. tries to block things,,12/23/2002,7/15/1950 23:00,20 seconds,20,34.597241,-119.51077099999999,formation,ca
56450,spokane valley (otis orchards),UFO over the Spokane Valley 1951,us,7/4/2012,7/15/1951 14:00,2-3 hours,10800,47.6733333,-117.2383333,sphere,wa
56451,wilmington,Three flying saucers suddenly appeared  in the sky&#44 hovered&#44 darted forwarded&#44 hovered&#44 then disappeared.,us,4/16/2005,7/15/1952 12:00,1-2 minutes,120,33.78,-118.2616667,disk,ca
56452,unknown,This movie was filmed in 1952&#44 a huge year in the history of ufo sightings,,7/5/2013,7/15/1952 12:30,seconds,2,33.460706,-117.606351,disk,ca
56453,litchfield,We now cannot believe there was jets where we saw them,us,2/14/2006,7/15/1952 13:00,5 minutes,300,41.9675,-76.4305556,other,pa
56454,south gate,I was about 11 years old at the time&#44 and a friend of the same age was visiting.  We both saw what look like a halo in the sky.  Within,us,1/28/1999,7/15/1952 14:00,1 minute,60,33.9547222,-118.2111111,circle,ca
56455,north bend,old sighting (1952 0r &#3953) of daylight object seen from approximately 50 &#39.,us,2/22/2005,7/15/1952 18:30,2-3 minutes,180,47.4958333,-121.78555559999998,other,wa
56456,new york city (bronx),My friends and I were sitting on the roof of a building and saw 6 rows of 6 stars in formation then did a 90 degree turn in formation,us,4/16/2005,7/15/1952 19:00,2 minutes,120,40.7141667,-74.0063889,other,ny
56457,nashville,cylindrical object &quot;examining&quot; trees,us,9/2/2005,7/15/1953 13:00,4 to 5 minutes,300,36.1658333,-86.7844444,cylinder,tn
56458,philadelphia,I saw 2 alabaster white perfectly round objects over our ball field as they hovered over us for about an hour &#44then they were gone.,us,4/16/2005,7/15/1954 11:00,1 hour,3600,39.9522222,-75.1641667,disk,pa
56459,greenfield (rural area&#44 6 miles so.),This all occured when I was still a child and living on a farm. My mother&#44 our next door neigbor&#39s wife&#44 and myself&#44 were standing outs,us,8/16/2002,7/15/1954 14:00,5 min,300,39.785,-85.7694444,cigar,in
56460,kansas city,MISSOURI INVESTIGATORS GROUP Report:  Two brothers witness chevron-shaped object streak across sky.  PD)),us,6/12/2008,7/15/1954 21:00,3 minutes,180,39.1141667,-94.6272222,chevron,ks
56461,oakdale,Three highly luminesce objects in a &quot;V&quot; formation gliding through the black night sky.,us,8/28/2002,7/15/1954 21:00,45 seconds,45,40.7438889,-73.1391667,disk,ny
56462,bridge hampton,High speed object zig-zagging down at a 170 Degree angle - Brookhaven direction,,5/27/2003,7/15/1954 22:00,less then 1 second,1,40.937878,-72.300916,light,ny
56463,new toronto (canada),it was a white round object which was the same sizes as the full moon,ca,6/12/2002,7/15/1954 22:00,10 minutes,600,43.6,-79.5,circle,on
56464,woodland park,Orange disk in night sky,us,10/31/2003,7/15/1955 14:00,10-15 sec.,15,38.9938889,-105.0563889,oval,co
56465,yellowstone park (near south entrance),Three year old boy witnesses from back the seat of a car the approach of three flying disks.,,1/28/1999,7/15/1956 00:00,60 sec,60,44.427963,-110.58845500000001,disk,wy
56466,sugarcreek,I drove right underneath it with my truck.  There was a bright light emitting from the bottom of the saucer.  As soon as I went underne,us,4/13/2010,7/15/1956 05:00,30 seconds,30,40.5030556,-81.64111109999999,disk,oh
56467,east hampton,Saucers over Lake Pocotopaug&#44 Ct. _ Summer of 1956,us,10/30/2006,7/15/1956 24:00,2 minutes,120,41.5758333,-72.5030556,disk,ct
56468,temple city,Lights over Mt Baldy California 1957 as seen by ten honest men,us,8/16/2002,7/15/1957 12:00,15 min,900,34.1072222,-118.05694440000002,light,ca
56469,houston,broad daylight  incident in Houston about 1957,us,6/18/2004,7/15/1957 13:00,2 min,120,29.7630556,-95.3630556,diamond,tx
56470,williamsport,A small&#44 cigar-shaped object entered my field of vision while I was standing on the back porch of second-story apartment building.,us,4/15/2000,7/15/1957 14:00,2 minutes,120,41.2411111,-77.00138890000001,cigar,pa
56471,long beach,Three disks stationary in a triangle formation during the day surrounded by a mirage effect seemingly caused by heat.,us,7/4/2012,7/15/1957 15:00,2 minutes,120,33.7669444,-118.18833329999998,disk,ca
56472,denver,A supposed star&#44 at a time before there were humanly created objects in orbit&#44 which behaved very differently from the other stars.,us,8/14/2007,7/15/1957 22:00,15 minutes,900,39.7391667,-104.98416670000002,light,co
56473,kresgeville,As a child&#44 I watched a &quot;star&quot; move slowly around other stars for a period of 20 minutes,us,12/9/2000,7/15/1957 22:00,20 minutes,1200,40.8969444,-75.5033333,,pa
56474,salt  lake city,5 Silver Saucers flying from over the Salt Lake&#44 and flying over the Oquirah Mountains towards Dugway,us,4/30/2004,7/15/1957 22:00,15 min,900,40.7608333,-111.89027779999999,disk,ut
56475,kansas city,car ingulfed in red light&#44 missing time&#44 father decessed now&#44 mother now 75&#44 sister now 44&#44 and self now 54&#44 light remained for what se,us,8/10/1999,7/15/1957 23:30,3hrs +/-,10800,39.0997222,-94.5783333,light,mo
56476,novato,saw saucer in large grass field it took off straight over vehicle went into sky and dissappeared,us,1/28/1999,7/15/1958 17:30,1min30sec,90,38.1075,-122.5686111,disk,ca
56477,nort sutton (resort area near),North Sutton&#44 New hampshire July 15&#44 1959  Small cloud with blinking light in clear sky. In view for 15 seconds.,,3/19/2009,7/15/1959 12:00,15 seconds,15,43.363889,-71.939444,unknown,nh
56478,new albany,Cigar shaped object hovered in the sky,us,6/23/2004,7/15/1959 23:00,5 minutes,300,38.2855556,-85.8241667,cigar,in
57268,worcester,strange object sighted over worcester&#44ma july 1959...and in long island.ny on same day,us,6/4/2004,7/16/1959 18:00,3 minutes,180,42.2625,-71.80277779999999,other,ma
57482,dublin,My brothers farmed after dark&#44 they told my mother&#44 my mother started yelling for the kids to run out to see it.  It was located in our,us,7/4/2012,7/17/1953 22:00,30 minutes,1800,39.8122222,-85.2088889,cone,in
57973,salem,1959 Saucers-huge- pattern of four shifting high in Ohio skies-white-yellow perfectly formed-moving very fast,us,4/16/2005,7/19/1959 01:00,hour,180,40.9008333,-80.8569444,disk,oh
58163,raton/des moines,The object followed us (our car) over 40 miles and then stayed 100 feet off the ground for about 10 minutes.  It then went straight up,,3/23/2004,7/20/1947 22:00,45 min,2700,36.589778,-103.614014,oval,nm
58164,smithport,This huge craft came over the hill from Crosbe to rute 1 for about two min. It was orang then it shot away an no sound.   IN 1962  at n,us,12/12/2011,7/20/1950 21:30,two min,120,40.8358333,-78.8766667,disk,pa
58165,rock springs,Friend &amp; I retuned home from movie. We lived on a hill that over looked the desert. I looked out to the s.w. and saw this object and i,us,4/2/1999,7/20/1958 21:30,1 min,60,41.5875,-109.20222220000001,disk,wy
58724,coeur d&#39alene,Bright Orange&#44 Cigar-Shapped Object Travelling at 18&#44000 MPH,us,8/12/2008,7/2/1950 13:00,10 seconds,10,47.6777778,-116.77944440000002,cigar,id
58725,bay st. louis,It was the July 4th weekend&#44 Bay St Louis MS was deserted&#44 the nearby Movie theater and bar were closed  early&#44 and the locals had left,,3/2/2004,7/2/1950 21:00,5 1/2 hours,181800,30.308808,-89.330046,light,ms
58930,okolona,Oval UFO paces occupants in automobile for 5 minutes on major highway,us,7/23/2000,7/22/1952 09:30,5 min.,300,34.0016667,-88.75527779999999,oval,ms
58931,allendale,07/22/1958    Allendale     Ky         Light in the sky  moving very fast             lasting 5 min.   posted 10/02/05,us,10/11/2005,7/22/1959 14:30,5 minutes,300,37.3711111,-85.5830556,light,ky
59561,tacoma,Six spheres flying in formation close to an Air Force base by Tacoma Washington.,us,3/2/2004,7/25/1952 16:00,30 seconds,30,47.2530556,-122.44305559999998,sphere,wa
60724,manville,Group of lights moving across sky during daylight hours.,us,6/12/2008,7/30/1952 15:00,10 seconds,10,41.9697222,-71.4741667,sphere,ri
60725,randallstown,Two triangular slow&#44silent lowflying objects&#44each with three white lites&#44were seen in mid-l958 over Balto.Co.&#44Md.by hundreds.,us,4/16/2005,7/30/1958 22:00,4  minutes,240,39.3672222,-76.7955556,triangle,md
61196,green river,Glowing white spherical large craft (50 to 100 ft dia) travels across mountain range near Green River&#44 Wyo,us,10/15/2002,7/3/1951 12:00,5 to 7 min,420,41.5286111,-109.46555559999999,sphere,wy
61552,seattle,While walking in Woodland Park in Seattle&#44 Washington&#44 on July 4&#44 1947&#44 I looked up and saw a bright white oval object come down .,us,11/21/2010,7/4/1947 17:30,ten seconds,10,47.6063889,-122.33083329999998,oval,wa
61553,unknown,Video of Blue Angles airshow from 1953 shows two shiny saucers orbiting a common point.,,7/23/2003,7/4/1953 14:00,10 minutes,600,44.762609,-109.028474,disk,mt
61554,ogallala,Bright white light with no sound&#44 hovering&#44 very fast when leaving at Lake McConaughy,us,12/12/2009,7/4/1953 21:00,30-45 minutes,2700,41.1280556,-101.7191667,other,ne
61555,gardner lake (extreme northeastern  us),Craft desending &#44from high rate of speed to a very slow speed&#44 traveling across Gardner Lake - Landeed on east side of lake,,9/12/1999,7/4/1959 20:00,15 min.,900,44.775237,-67.361025,oval,me
62760,buchanan  (or burns),we were traveling east of burns&#44clmbing up thru a cut in the rim rocks when this object very slowely flew over the top of us&#44 some 50 f,us,8/16/2002,7/5/1929 14:00,1min,60,43.6425,-118.6275,disk,or
